DATE,PERIOD,GROSS INJECTION (MWh),NET INJECTION (MWh)
01 Jan 19,1,2555.100000000001,2362.2960000000007
01 Jan 19,2,2549.4099999999994,2357.615
01 Jan 19,3,2519.0129999999995,2327.042
01 Jan 19,4,2492.4729999999995,2300.4570000000003
01 Jan 19,5,2453.576,2261.5109999999995
01 Jan 19,6,2428.736,2236.684
01 Jan 19,7,2388.1710000000003,2195.8749999999995
01 Jan 19,8,2357.0889999999995,2164.78
01 Jan 19,9,2345.495000000001,2153.108
01 Jan 19,10,2330.105,2137.502
01 Jan 19,11,2334.63,2141.741
01 Jan 19,12,2356.871,2163.887
01 Jan 19,13,2381.39,2188.157
01 Jan 19,14,2402.2149999999992,2209.1289999999995
01 Jan 19,15,2415.075,2222.2300000000005
01 Jan 19,16,2433.258,2240.875
01 Jan 19,17,2490.4410000000003,2296.8099999999995
01 Jan 19,18,2529.485,2334.619
01 Jan 19,19,2590.661,2395.361
01 Jan 19,20,2635.303000000001,2439.673
01 Jan 19,21,2688.5290000000005,2493.014
01 Jan 19,22,2717.8809999999994,2522.0820000000003
01 Jan 19,23,2731.7870000000003,2536.097
01 Jan 19,24,2724.637,2529.03
01 Jan 19,25,2720.562000000001,2525.264
01 Jan 19,26,2721.438,2526.704
01 Jan 19,27,2730.9169999999995,2536.446
01 Jan 19,28,2729.8949999999995,2536.4569999999994
01 Jan 19,29,2737.48,2544.571
01 Jan 19,30,2741.4829999999997,2548.206
01 Jan 19,31,2742.949,2550.099
01 Jan 19,32,2743.416,2551.0
01 Jan 19,33,2750.5160000000005,2558.1800000000007
01 Jan 19,34,2766.046,2574.112
01 Jan 19,35,2774.6630000000005,2584.033000000001
01 Jan 19,36,2778.0679999999993,2587.982
01 Jan 19,37,2782.265,2592.4459999999995
01 Jan 19,38,2801.637,2610.735
01 Jan 19,39,2836.44,2646.547
01 Jan 19,40,2853.705,2665.48
01 Jan 19,41,2868.5839999999994,2680.1940000000004
01 Jan 19,42,2880.452,2692.265
01 Jan 19,43,2884.763,2696.578
01 Jan 19,44,2862.176,2674.045
01 Jan 19,45,2806.39,2617.991
01 Jan 19,46,2753.527,2565.025
01 Jan 19,47,2691.153,2502.722
01 Jan 19,48,2626.7719999999995,2437.915
02 Jan 19,1,2577.39,2388.7470000000003
02 Jan 19,2,2526.2729999999997,2337.902
02 Jan 19,3,2475.059,2286.5860000000002
02 Jan 19,4,2447.9549999999995,2259.702
02 Jan 19,5,2416.634,2228.21
02 Jan 19,6,2387.6109999999994,2199.03
02 Jan 19,7,2366.149,2177.628
02 Jan 19,8,2343.6259999999993,2154.8989999999994
02 Jan 19,9,2345.016,2156.485
02 Jan 19,10,2355.318,2166.8289999999997
02 Jan 19,11,2389.68,2201.524
02 Jan 19,12,2439.8360000000002,2251.306
02 Jan 19,13,2533.835,2344.325
02 Jan 19,14,2620.3429999999994,2431.659
02 Jan 19,15,2705.4700000000007,2515.005
02 Jan 19,16,2814.36,2624.4120000000003
02 Jan 19,17,2961.0019999999995,2770.615
02 Jan 19,18,3088.5640000000003,2897.085
02 Jan 19,19,3151.951,2959.093
02 Jan 19,20,3195.769,3002.697
02 Jan 19,21,3237.9189999999994,3045.005
02 Jan 19,22,3270.2259999999997,3076.7500000000005
02 Jan 19,23,3276.223,3081.8190000000004
02 Jan 19,24,3262.3459999999995,3065.8299999999995
02 Jan 19,25,3236.353,3039.239
02 Jan 19,26,3236.5799999999995,3040.3769999999995
02 Jan 19,27,3258.732,3062.542
02 Jan 19,28,3283.8100000000004,3087.925
02 Jan 19,29,3306.75,3110.621
02 Jan 19,30,3310.327,3114.965
02 Jan 19,31,3307.342,3113.242
02 Jan 19,32,3319.242,3124.151
02 Jan 19,33,3321.827,3127.3790000000004
02 Jan 19,34,3307.275,3113.434
02 Jan 19,35,3280.44,3086.6820000000002
02 Jan 19,36,3242.8869999999993,3050.4320000000002
02 Jan 19,37,3176.413,2984.762000000001
02 Jan 19,38,3160.19,2969.6659999999997
02 Jan 19,39,3176.739,2986.936000000001
02 Jan 19,40,3168.417,2978.6079999999993
02 Jan 19,41,3158.7270000000003,2968.498
02 Jan 19,42,3123.552,2933.1490000000003
02 Jan 19,43,3119.95,2929.69
02 Jan 19,44,3073.6199999999994,2883.4709999999995
02 Jan 19,45,2997.047,2806.972
02 Jan 19,46,2926.574,2736.152
02 Jan 19,47,2879.559,2688.816
02 Jan 19,48,2811.038,2620.3920000000003
03 Jan 19,1,2729.757,2539.0579999999995
03 Jan 19,2,2655.198,2464.379
03 Jan 19,3,2614.639,2423.673
03 Jan 19,4,2578.761,2387.592
03 Jan 19,5,2544.553,2353.651
03 Jan 19,6,2523.797,2333.126
03 Jan 19,7,2502.393,2315.721
03 Jan 19,8,2492.262,2314.161
03 Jan 19,9,2486.295,2310.4619999999995
03 Jan 19,10,2489.789,2313.532
03 Jan 19,11,2511.636,2339.842
03 Jan 19,12,2565.342,2393.991
03 Jan 19,13,2661.5,2489.989
03 Jan 19,14,2732.375,2560.7470000000003
03 Jan 19,15,2807.091,2635.563
03 Jan 19,16,2907.5589999999993,2735.038
03 Jan 19,17,3049.66,2876.245
03 Jan 19,18,3147.6490000000003,2972.813
03 Jan 19,19,3228.252,3053.1020000000003
03 Jan 19,20,3281.263000000001,3105.4840000000004
03 Jan 19,21,3319.687,3143.4100000000008
03 Jan 19,22,3361.42,3185.073
03 Jan 19,23,3358.1940000000004,3181.114
03 Jan 19,24,3344.4039999999995,3166.2180000000008
03 Jan 19,25,3319.592,3141.625
03 Jan 19,26,3315.0229999999997,3137.573
03 Jan 19,27,3347.71,3170.0640000000003
03 Jan 19,28,3356.7760000000007,3180.7280000000005
03 Jan 19,29,3390.586,3213.2720000000004
03 Jan 19,30,3370.8779999999997,3193.998
03 Jan 19,31,3364.253,3188.238
03 Jan 19,32,3371.5400000000004,3195.367
03 Jan 19,33,3364.414,3183.906
03 Jan 19,34,3357.262,3176.0640000000003
03 Jan 19,35,3334.1420000000007,3151.8710000000005
03 Jan 19,36,3299.85,3117.813000000001
03 Jan 19,37,3250.8390000000004,3061.047
03 Jan 19,38,3241.203,3051.001
03 Jan 19,39,3231.909,3042.1689999999994
03 Jan 19,40,3219.8429999999994,3030.2090000000007
03 Jan 19,41,3199.5579999999995,3009.86
03 Jan 19,42,3169.303,2979.661
03 Jan 19,43,3160.7349999999988,2970.923
03 Jan 19,44,3110.075,2920.275
03 Jan 19,45,3032.595000000001,2842.842
03 Jan 19,46,2965.9890000000005,2776.6240000000003
03 Jan 19,47,2889.0929999999994,2699.793
03 Jan 19,48,2813.288,2623.808
04 Jan 19,1,2744.0499999999993,2554.476
04 Jan 19,2,2689.986000000001,2500.1839999999993
04 Jan 19,3,2643.184,2453.528
04 Jan 19,4,2606.491,2416.597
04 Jan 19,5,2575.5199999999995,2385.4139999999993
04 Jan 19,6,2551.2180000000008,2360.989
04 Jan 19,7,2523.929,2333.0840000000007
04 Jan 19,8,2512.347,2321.511
04 Jan 19,9,2500.857,2309.848
04 Jan 19,10,2499.269,2308.257
04 Jan 19,11,2530.367,2339.56
04 Jan 19,12,2573.009,2382.0999999999995
04 Jan 19,13,2658.219,2467.076
04 Jan 19,14,2737.8029999999994,2546.332999999999
04 Jan 19,15,2815.809,2624.906
04 Jan 19,16,2916.13,2725.0040000000004
04 Jan 19,17,3048.100000000001,2856.0129999999995
04 Jan 19,18,3155.8140000000003,2962.341
04 Jan 19,19,3223.6409999999996,3028.941
04 Jan 19,20,3273.2770000000005,3077.6130000000007
04 Jan 19,21,3317.927,3121.377
04 Jan 19,22,3359.4780000000005,3162.198000000001
04 Jan 19,23,3363.6740000000004,3166.2259999999997
04 Jan 19,24,3352.955000000001,3155.065
04 Jan 19,25,3318.292,3120.881
04 Jan 19,26,3317.4500000000007,3120.136
04 Jan 19,27,3328.765000000001,3130.686000000001
04 Jan 19,28,3348.989,3150.972
04 Jan 19,29,3365.708,3168.562
04 Jan 19,30,3366.18,3169.675
04 Jan 19,31,3358.771,3162.753
04 Jan 19,32,3357.272,3161.7009999999996
04 Jan 19,33,3343.11,3148.941
04 Jan 19,34,3326.813,3133.1740000000004
04 Jan 19,35,3278.263000000001,3085.182
04 Jan 19,36,3233.548,3040.7080000000005
04 Jan 19,37,3174.222,2982.292000000001
04 Jan 19,38,3149.856,2958.883
04 Jan 19,39,3161.175,2971.105
04 Jan 19,40,3149.204,2958.884
04 Jan 19,41,3123.561999999999,2932.87
04 Jan 19,42,3090.716,2900.139
04 Jan 19,43,3075.474,2884.344
04 Jan 19,44,3050.3720000000008,2859.1659999999997
04 Jan 19,45,2997.69,2806.708
04 Jan 19,46,2951.123,2760.1079999999997
04 Jan 19,47,2899.9439999999995,2709.016
04 Jan 19,48,2842.7,2651.945
05 Jan 19,1,2776.3199999999993,2585.765
05 Jan 19,2,2708.4919999999993,2517.829
05 Jan 19,3,2674.789,2484.46
05 Jan 19,4,2634.0380000000005,2443.5290000000005
05 Jan 19,5,2599.603,2409.226
05 Jan 19,6,2566.106,2375.923
05 Jan 19,7,2545.0819999999994,2355.1779999999994
05 Jan 19,8,2517.1199999999994,2326.9120000000003
05 Jan 19,9,2513.5909999999994,2323.782
05 Jan 19,10,2508.902,2318.898
05 Jan 19,11,2514.5689999999995,2324.667
05 Jan 19,12,2541.613,2351.718
05 Jan 19,13,2579.233,2389.514
05 Jan 19,14,2610.6549999999993,2420.8469999999993
05 Jan 19,15,2639.402,2449.653
05 Jan 19,16,2707.478,2517.39
05 Jan 19,17,2805.031,2614.364
05 Jan 19,18,2914.9010000000007,2722.776
05 Jan 19,19,2980.573,2786.558
05 Jan 19,20,3047.2809999999995,2852.463
05 Jan 19,21,3103.492,2908.27
05 Jan 19,22,3122.425,2926.172
05 Jan 19,23,3119.1130000000007,2922.34
05 Jan 19,24,3101.2309999999998,2902.086
05 Jan 19,25,3080.4680000000008,2883.234000000001
05 Jan 19,26,3063.81,2867.8249999999994
05 Jan 19,27,3047.686,2851.27
05 Jan 19,28,3059.8379999999993,2863.567
05 Jan 19,29,3040.8730000000005,2845.5359999999996
05 Jan 19,30,3037.426,2843.5890000000004
05 Jan 19,31,2957.3279999999995,2763.7729999999997
05 Jan 19,32,2974.21,2780.11
05 Jan 19,33,2956.5950000000007,2762.8720000000008
05 Jan 19,34,2935.6090000000004,2742.002
05 Jan 19,35,2914.153000000001,2721.1040000000007
05 Jan 19,36,2894.1679999999997,2702.3590000000004
05 Jan 19,37,2882.77,2692.329
05 Jan 19,38,2905.486,2715.793
05 Jan 19,39,2944.603,2755.428000000001
05 Jan 19,40,2959.7509999999997,2770.513000000001
05 Jan 19,41,2961.8,2772.0609999999997
05 Jan 19,42,2954.059,2764.475000000001
05 Jan 19,43,2948.089999999999,2758.4989999999993
05 Jan 19,44,2927.1369999999993,2737.8259999999996
05 Jan 19,45,2894.737,2705.555
05 Jan 19,46,2871.711,2682.356
05 Jan 19,47,2832.751,2643.462
05 Jan 19,48,2768.125,2578.034
06 Jan 19,1,2719.6929999999993,2529.343
06 Jan 19,2,2680.776,2490.487
06 Jan 19,3,2641.87,2451.632
06 Jan 19,4,2594.472,2404.244
06 Jan 19,5,2554.2409999999995,2363.8989999999994
06 Jan 19,6,2535.312,2345.072
06 Jan 19,7,2505.654,2315.504
06 Jan 19,8,2485.658,2295.62
06 Jan 19,9,2470.097,2279.996
06 Jan 19,10,2462.878,2273.342
06 Jan 19,11,2464.804,2275.382
06 Jan 19,12,2481.803,2291.850000000001
06 Jan 19,13,2512.276,2322.325
06 Jan 19,14,2529.663,2339.61
06 Jan 19,15,2525.798,2335.579
06 Jan 19,16,2554.529,2363.984
06 Jan 19,17,2618.7970000000005,2427.469
06 Jan 19,18,2677.533,2484.922
06 Jan 19,19,2730.865,2537.43
06 Jan 19,20,2781.248,2587.1
06 Jan 19,21,2833.804,2638.901
06 Jan 19,22,2861.3569999999995,2665.6440000000002
06 Jan 19,23,2857.4770000000008,2660.728
06 Jan 19,24,2845.746,2648.0809999999997
06 Jan 19,25,2843.277,2645.919000000001
06 Jan 19,26,2841.746,2645.032
06 Jan 19,27,2849.611,2652.3340000000007
06 Jan 19,28,2857.957000000001,2660.855
06 Jan 19,29,2876.22,2680.6929999999998
06 Jan 19,30,2869.6020000000003,2674.163
06 Jan 19,31,2860.0580000000004,2665.1609999999996
06 Jan 19,32,2873.100000000001,2678.038
06 Jan 19,33,2863.578,2669.1420000000007
06 Jan 19,34,2860.9440000000004,2666.98
06 Jan 19,35,2862.197,2669.242
06 Jan 19,36,2864.813,2672.634
06 Jan 19,37,2862.264,2671.2990000000004
06 Jan 19,38,2885.7509999999997,2695.879000000001
06 Jan 19,39,2931.736,2742.039
06 Jan 19,40,2957.726,2768.1959999999995
06 Jan 19,41,2966.273,2776.911
06 Jan 19,42,2977.193,2787.577
06 Jan 19,43,2986.413,2796.487
06 Jan 19,44,2966.4570000000003,2776.647
06 Jan 19,45,2909.5950000000007,2719.539
06 Jan 19,46,2845.25,2655.373
06 Jan 19,47,2790.382,2599.437
06 Jan 19,48,2722.008,2530.795
07 Jan 19,1,2652.9749999999995,2461.883
07 Jan 19,2,2600.555,2409.5429999999997
07 Jan 19,3,2560.039,2369.245
07 Jan 19,4,2532.764,2341.7670000000003
07 Jan 19,5,2505.7039999999997,2314.4010000000007
07 Jan 19,6,2475.031,2283.88
07 Jan 19,7,2458.387,2267.0229999999997
07 Jan 19,8,2448.103,2257.099
07 Jan 19,9,2445.795,2254.66
07 Jan 19,10,2447.313,2256.794000000001
07 Jan 19,11,2484.605,2294.034
07 Jan 19,12,2542.893,2352.0129999999995
07 Jan 19,13,2644.3790000000004,2453.31
07 Jan 19,14,2727.902,2536.411
07 Jan 19,15,2830.5999999999995,2639.634
07 Jan 19,16,2950.3479999999995,2759.0229999999997
07 Jan 19,17,3097.59,2904.9790000000003
07 Jan 19,18,3209.3740000000003,3015.313
07 Jan 19,19,3288.8,3093.82
07 Jan 19,20,3324.8159999999993,3129.159
07 Jan 19,21,3359.3070000000002,3162.724
07 Jan 19,22,3381.7870000000007,3184.224
07 Jan 19,23,3376.182,3177.882
07 Jan 19,24,3360.8970000000004,3162.5159999999996
07 Jan 19,25,3323.849,3124.97
07 Jan 19,26,3320.417,3122.1910000000007
07 Jan 19,27,3344.639,3146.909
07 Jan 19,28,3359.8579999999997,3161.8940000000002
07 Jan 19,29,3373.7289999999994,3176.313
07 Jan 19,30,3366.8939999999993,3169.8720000000003
07 Jan 19,31,3372.1810000000005,3176.1510000000007
07 Jan 19,32,3372.6240000000007,3176.995
07 Jan 19,33,3375.74,3180.289
07 Jan 19,34,3371.9260000000004,3177.4220000000005
07 Jan 19,35,3340.829,3146.873
07 Jan 19,36,3292.335,3099.5219999999995
07 Jan 19,37,3222.2329999999997,3030.78
07 Jan 19,38,3205.8779999999997,3015.565
07 Jan 19,39,3218.67,3029.288
07 Jan 19,40,3209.7409999999995,3020.4679999999994
07 Jan 19,41,3190.3739999999993,3001.4819999999995
07 Jan 19,42,3171.521,2983.0640000000008
07 Jan 19,43,3154.038,2965.3320000000003
07 Jan 19,44,3109.592,2920.785
07 Jan 19,45,3036.0040000000004,2847.1749999999993
07 Jan 19,46,2950.6609999999996,2761.9640000000004
07 Jan 19,47,2880.8920000000007,2692.0409999999997
07 Jan 19,48,2808.0839999999994,2619.264
08 Jan 19,1,2722.419000000001,2533.335
08 Jan 19,2,2658.658,2469.952
08 Jan 19,3,2598.2539999999995,2409.506
08 Jan 19,4,2586.549,2397.739
08 Jan 19,5,2553.827,2365.12
08 Jan 19,6,2517.924,2329.2229999999995
08 Jan 19,7,2492.309,2304.063
08 Jan 19,8,2482.3499999999995,2293.68
08 Jan 19,9,2477.1069999999995,2288.341
08 Jan 19,10,2464.251,2275.569
08 Jan 19,11,2492.9829999999997,2304.188
08 Jan 19,12,2559.924,2370.987
08 Jan 19,13,2653.8379999999997,2464.9300000000007
08 Jan 19,14,2745.808,2556.672
08 Jan 19,15,2832.47,2643.527
08 Jan 19,16,2941.7309999999998,2752.472
08 Jan 19,17,3084.645,2894.17
08 Jan 19,18,3174.8050000000007,2982.461
08 Jan 19,19,3253.5160000000005,3060.887000000001
08 Jan 19,20,3293.92,3100.026
08 Jan 19,21,3339.9109999999996,3145.275
08 Jan 19,22,3359.638,3163.575
08 Jan 19,23,3367.532,3172.086
08 Jan 19,24,3346.24,3149.4440000000004
08 Jan 19,25,3313.995,3117.532
08 Jan 19,26,3296.0159999999996,3099.3190000000004
08 Jan 19,27,3326.461,3129.9390000000008
08 Jan 19,28,3340.272,3142.768
08 Jan 19,29,3344.8340000000003,3147.981
08 Jan 19,30,3351.639000000001,3156.6020000000008
08 Jan 19,31,3355.637,3161.0399999999995
08 Jan 19,32,3353.211,3158.8099999999995
08 Jan 19,33,3345.579,3152.1990000000005
08 Jan 19,34,3324.8550000000005,3131.754000000001
08 Jan 19,35,3293.855,3100.962
08 Jan 19,36,3238.173,3046.1679999999997
08 Jan 19,37,3183.4,2992.5170000000007
08 Jan 19,38,3177.281999999999,2987.458
08 Jan 19,39,3187.59,2997.8429999999994
08 Jan 19,40,3182.161,2992.205
08 Jan 19,41,3164.034,2974.308
08 Jan 19,42,3151.8,2962.5490000000004
08 Jan 19,43,3125.693,2936.0839999999994
08 Jan 19,44,3099.4049999999993,2909.527
08 Jan 19,45,3018.9849999999988,2829.0889999999995
08 Jan 19,46,2930.348,2740.5219999999995
08 Jan 19,47,2874.759,2685.222
08 Jan 19,48,2807.765,2617.988
09 Jan 19,1,2723.813,2533.893
09 Jan 19,2,2657.738,2468.084
09 Jan 19,3,2544.759,2354.897
09 Jan 19,4,2584.4299999999994,2394.6649999999995
09 Jan 19,5,2553.108,2363.486
09 Jan 19,6,2526.867,2337.243
09 Jan 19,7,2509.632,2319.743
09 Jan 19,8,2497.127,2307.422
09 Jan 19,9,2484.5489999999995,2294.395
09 Jan 19,10,2487.336,2297.323000000001
09 Jan 19,11,2518.609000000001,2328.835
09 Jan 19,12,2574.6179999999995,2384.624
09 Jan 19,13,2687.66,2497.467
09 Jan 19,14,2763.695,2573.291
09 Jan 19,15,2844.1490000000003,2653.795
09 Jan 19,16,2959.1620000000003,2768.701
09 Jan 19,17,3084.51,2893.2619999999993
09 Jan 19,18,3183.928,2991.369
09 Jan 19,19,3247.1739999999995,3053.4999999999995
09 Jan 19,20,3299.4809999999998,3104.093
09 Jan 19,21,3348.901,3153.3299999999995
09 Jan 19,22,3377.732,3179.469
09 Jan 19,23,3385.9509999999996,3187.527
09 Jan 19,24,3355.26,3157.593
09 Jan 19,25,3328.843,3131.3259999999996
09 Jan 19,26,3321.342,3123.6630000000005
09 Jan 19,27,3339.254000000001,3142.2900000000004
09 Jan 19,28,3370.945,3174.347
09 Jan 19,29,3382.734000000001,3185.322
09 Jan 19,30,3380.954,3185.068
09 Jan 19,31,3373.395,3179.0600000000004
09 Jan 19,32,3379.277,3185.559
09 Jan 19,33,3382.777,3188.2700000000004
09 Jan 19,34,3366.378,3173.427
09 Jan 19,35,3340.063,3147.9990000000003
09 Jan 19,36,3295.8750000000005,3104.181
09 Jan 19,37,3229.8259999999996,3038.949
09 Jan 19,38,3210.1240000000003,3019.4580000000005
09 Jan 19,39,3209.867,3019.7459999999996
09 Jan 19,40,3192.7849999999994,3002.9390000000003
09 Jan 19,41,3177.3739999999993,2987.2470000000003
09 Jan 19,42,3160.8070000000002,2971.4590000000003
09 Jan 19,43,3152.0489999999995,2962.2139999999995
09 Jan 19,44,3110.1490000000003,2920.483
09 Jan 19,45,3035.378,2845.45
09 Jan 19,46,2949.095,2759.152
09 Jan 19,47,2889.6940000000004,2699.8940000000002
09 Jan 19,48,2812.8179999999993,2622.634
10 Jan 19,1,2733.965,2543.6620000000003
10 Jan 19,2,2697.384,2507.472
10 Jan 19,3,2648.934,2459.146
10 Jan 19,4,2605.39,2415.221
10 Jan 19,5,2569.67,2379.907
10 Jan 19,6,2529.555,2339.686
10 Jan 19,7,2514.686,2324.84
10 Jan 19,8,2494.0,2304.072
10 Jan 19,9,2485.2290000000007,2295.373
10 Jan 19,10,2488.781,2299.077
10 Jan 19,11,2514.879,2325.011
10 Jan 19,12,2575.791,2386.236
10 Jan 19,13,2664.968,2475.353
10 Jan 19,14,2744.0690000000004,2553.784
10 Jan 19,15,2811.817,2621.863
10 Jan 19,16,2930.718,2740.231
10 Jan 19,17,3078.489,2886.914
10 Jan 19,18,3152.643,2959.713
10 Jan 19,19,3237.877,3043.435
10 Jan 19,20,3293.855,3098.2990000000004
10 Jan 19,21,3330.4159999999997,3134.23
10 Jan 19,22,3364.65,3168.5889999999995
10 Jan 19,23,3359.7940000000003,3162.268
10 Jan 19,24,3339.073,3141.685
10 Jan 19,25,3303.51,3106.4440000000004
10 Jan 19,26,3297.918,3100.58
10 Jan 19,27,3314.65,3117.182
10 Jan 19,28,3334.3779999999997,3137.419000000001
10 Jan 19,29,3347.0840000000003,3150.077
10 Jan 19,30,3337.789,3141.3979999999997
10 Jan 19,31,3337.567,3106.2779999999993
10 Jan 19,32,3336.308,3104.607
10 Jan 19,33,3338.7509999999993,3108.265000000001
10 Jan 19,34,3324.8779999999997,3094.7459999999996
10 Jan 19,35,3310.64,3080.15
10 Jan 19,36,3267.8260000000005,3037.5260000000007
10 Jan 19,37,3211.889,2983.27
10 Jan 19,38,3188.467,2960.9440000000004
10 Jan 19,39,3190.406,2962.865000000001
10 Jan 19,40,3199.4259999999995,2972.5960000000005
10 Jan 19,41,3174.298,2947.66
10 Jan 19,42,3149.0000000000005,2922.849
10 Jan 19,43,3147.366,2921.367
10 Jan 19,44,3115.04,2888.434
10 Jan 19,45,3051.157,2824.5080000000007
10 Jan 19,46,2973.71,2747.039
10 Jan 19,47,2906.805,2680.324
10 Jan 19,48,2845.565,2619.716
11 Jan 19,1,2757.5559999999996,2532.936
11 Jan 19,2,2700.178,2474.339
11 Jan 19,3,2663.538,2437.368
11 Jan 19,4,2624.293,2397.474
11 Jan 19,5,2593.93,2367.1910000000003
11 Jan 19,6,2564.855,2338.2580000000007
11 Jan 19,7,2544.842,2318.137
11 Jan 19,8,2534.146000000001,2308.2070000000003
11 Jan 19,9,2522.8179999999993,2297.2470000000003
11 Jan 19,10,2527.592,2302.224
11 Jan 19,11,2549.069,2323.7960000000003
11 Jan 19,12,2602.646,2376.583
11 Jan 19,13,2690.382,2464.137
11 Jan 19,14,2777.135,2550.686
11 Jan 19,15,2853.7760000000007,2626.5219999999995
11 Jan 19,16,2960.233,2733.9119999999994
11 Jan 19,17,3103.252,2876.145
11 Jan 19,18,3175.366,2946.6210000000005
11 Jan 19,19,3258.0209999999997,3016.835
11 Jan 19,20,3292.579,3048.716000000001
11 Jan 19,21,3339.0399999999995,3090.114
11 Jan 19,22,3352.565,3103.321
11 Jan 19,23,3370.935,3122.1410000000005
11 Jan 19,24,3344.4260000000004,3094.524000000001
11 Jan 19,25,3298.845,3049.795
11 Jan 19,26,3279.985,3039.043
11 Jan 19,27,3307.908,3073.7409999999995
11 Jan 19,28,3317.48,3082.478
11 Jan 19,29,3347.417,3114.063
11 Jan 19,30,3355.996,3123.2520000000004
11 Jan 19,31,3344.36,3111.683
11 Jan 19,32,3344.4990000000007,3112.803
11 Jan 19,33,3345.3709999999996,3115.445
11 Jan 19,34,3312.295,3081.665
11 Jan 19,35,3279.679,3049.044000000001
11 Jan 19,36,3231.890000000001,3001.9349999999995
11 Jan 19,37,3165.225000000001,2935.866
11 Jan 19,38,3148.811,2920.467
11 Jan 19,39,3154.405,2926.685
11 Jan 19,40,3145.646,2918.929
11 Jan 19,41,3116.273,2890.173
11 Jan 19,42,3102.6420000000003,2877.286
11 Jan 19,43,3068.187,2842.7659999999996
11 Jan 19,44,3041.514,2814.9640000000004
11 Jan 19,45,2969.429,2742.763000000001
11 Jan 19,46,2919.292,2692.74
11 Jan 19,47,2869.579,2643.303
11 Jan 19,48,2806.607,2580.226
12 Jan 19,1,2743.09,2533.999
12 Jan 19,2,2693.072,2501.845
12 Jan 19,3,2647.7740000000003,2456.38
12 Jan 19,4,2596.044000000001,2404.325
12 Jan 19,5,2567.298,2375.349
12 Jan 19,6,2541.702,2349.451
12 Jan 19,7,2509.3160000000007,2316.948
12 Jan 19,8,2491.521,2298.8199999999993
12 Jan 19,9,2477.21,2284.133
12 Jan 19,10,2472.907,2280.034
12 Jan 19,11,2480.155,2287.493
12 Jan 19,12,2502.6160000000004,2309.64
12 Jan 19,13,2540.891,2347.8
12 Jan 19,14,2578.627,2385.425
12 Jan 19,15,2615.931,2423.019
12 Jan 19,16,2680.367,2486.669
12 Jan 19,17,2784.43,2589.888000000001
12 Jan 19,18,2863.51,2667.0840000000007
12 Jan 19,19,2946.5599999999995,2749.159
12 Jan 19,20,3005.667000000001,2807.586
12 Jan 19,21,3049.784000000001,2850.7940000000003
12 Jan 19,22,3079.55,2880.0570000000002
12 Jan 19,23,3081.948,2882.16
12 Jan 19,24,3067.4279999999994,2867.804
12 Jan 19,25,3035.441,2835.553
12 Jan 19,26,3016.079,2816.753
12 Jan 19,27,3005.288,2806.804
12 Jan 19,28,2999.8,2801.973
12 Jan 19,29,3001.716,2804.2290000000007
12 Jan 19,30,2990.0290000000005,2793.295
12 Jan 19,31,2977.607,2780.8779999999997
12 Jan 19,32,2990.972,2794.8969999999995
12 Jan 19,33,2958.413,2763.7140000000004
12 Jan 19,34,2982.7010000000005,2789.012
12 Jan 19,35,2941.401,2748.298
12 Jan 19,36,2931.097,2738.3179999999998
12 Jan 19,37,2928.717,2736.7209999999995
12 Jan 19,38,2934.026,2742.4220000000005
12 Jan 19,39,2977.748,2786.211
12 Jan 19,40,2993.803,2802.5870000000004
12 Jan 19,41,2984.3340000000003,2792.577
12 Jan 19,42,2984.073000000001,2791.7230000000004
12 Jan 19,43,2976.4410000000007,2784.0930000000008
12 Jan 19,44,2969.699,2777.574
12 Jan 19,45,2923.215,2731.0490000000004
12 Jan 19,46,2882.737,2690.8140000000003
12 Jan 19,47,2833.241,2641.125
12 Jan 19,48,2785.9390000000003,2593.951
13 Jan 19,1,2725.8570000000004,2533.907
13 Jan 19,2,2664.045,2472.3
13 Jan 19,3,2626.539,2434.868
13 Jan 19,4,2593.569,2402.031
13 Jan 19,5,2555.1710000000003,2363.494
13 Jan 19,6,2514.028,2322.358
13 Jan 19,7,2484.945,2293.349
13 Jan 19,8,2468.975,2276.967
13 Jan 19,9,2453.104,2261.054
13 Jan 19,10,2436.808,2244.454
13 Jan 19,11,2452.643,2259.897
13 Jan 19,12,2480.968,2288.388
13 Jan 19,13,2503.491,2310.706000000001
13 Jan 19,14,2519.9749999999995,2326.9299999999994
13 Jan 19,15,2529.2670000000003,2336.195
13 Jan 19,16,2557.132,2363.7580000000007
13 Jan 19,17,2610.3779999999997,2415.89
13 Jan 19,18,2672.5809999999997,2477.209
13 Jan 19,19,2729.285,2534.422
13 Jan 19,20,2784.8340000000003,2596.8190000000004
13 Jan 19,21,2828.617,2645.3399999999992
13 Jan 19,22,2845.803,2662.4790000000003
13 Jan 19,23,2855.313,2675.3990000000003
13 Jan 19,24,2849.003,2669.905
13 Jan 19,25,2849.909,2670.0290000000005
13 Jan 19,26,2840.111000000001,2660.675
13 Jan 19,27,2855.7959999999994,2676.9859999999994
13 Jan 19,28,2872.2259999999997,2692.705000000001
13 Jan 19,29,2879.7939999999994,2701.315
13 Jan 19,30,2879.734000000001,2702.1409999999996
13 Jan 19,31,2873.96,2695.6940000000004
13 Jan 19,32,2844.0349999999994,2665.836
13 Jan 19,33,2822.245,2644.98
13 Jan 19,34,2817.66,2640.62
13 Jan 19,35,2813.5359999999996,2636.625
13 Jan 19,36,2810.199,2634.2720000000004
13 Jan 19,37,2808.888,2633.283
