DATE,PERIOD,GROSS INJECTION (MWh),NET INJECTION (MWh)
31 Mar 19,16,2528.377,2346.574
31 Mar 19,17,2582.92,2400.742
31 Mar 19,18,2638.1310000000008,2454.334
31 Mar 19,19,2698.811000000001,2512.791
31 Mar 19,20,2740.807,2552.8140000000008
31 Mar 19,21,2790.462,2599.889
31 Mar 19,22,2807.811,2615.932
31 Mar 19,23,2824.948,2633.212
31 Mar 19,24,2810.841,2617.953
31 Mar 19,25,2784.0240000000003,2592.138
31 Mar 19,26,2795.831,2605.092
31 Mar 19,27,2794.324,2603.6990000000005
31 Mar 19,28,2806.97,2616.2950000000005
31 Mar 19,29,2819.862,2628.4970000000008
31 Mar 19,30,2817.91,2627.338
31 Mar 19,31,2819.0550000000007,2629.056
31 Mar 19,32,2807.618,2618.3360000000002
31 Mar 19,33,2799.743,2611.907000000001
31 Mar 19,34,2797.3379999999997,2610.2200000000007
31 Mar 19,35,2791.2309999999998,2605.189
31 Mar 19,36,2793.1940000000004,2608.422
31 Mar 19,37,2811.2470000000003,2627.099
31 Mar 19,38,2825.112,2641.6
31 Mar 19,39,2889.282,2706.1310000000008
31 Mar 19,40,2931.8950000000004,2748.821
31 Mar 19,41,2945.4590000000007,2763.123
31 Mar 19,42,2969.155,2786.932
31 Mar 19,43,2978.7850000000008,2796.948000000001
31 Mar 19,44,2967.2540000000004,2783.903
31 Mar 19,45,2909.905,2726.173
31 Mar 19,46,2856.211,2674.6920000000005
31 Mar 19,47,2794.592,2616.616
31 Mar 19,48,2727.707000000001,2550.867
01 Apr 19,1,2665.051,2491.173
01 Apr 19,2,2607.898,2431.706
01 Apr 19,3,2556.097,2381.4990000000007
01 Apr 19,4,2520.722,2347.663
01 Apr 19,5,2466.864,2293.885
01 Apr 19,6,2422.2429999999995,2252.763
01 Apr 19,7,2394.639,2224.867
01 Apr 19,8,2375.475,2207.656
01 Apr 19,9,2367.33,2202.1159999999995
01 Apr 19,10,2373.1420000000007,2207.22
01 Apr 19,11,2397.6109999999994,2231.992
01 Apr 19,12,2454.5789999999997,2289.188
01 Apr 19,13,2548.784,2382.344
01 Apr 19,14,2638.028,2467.619
01 Apr 19,15,2734.669000000001,2561.933
01 Apr 19,16,2859.066,2685.093
01 Apr 19,17,3005.0080000000007,2829.907
01 Apr 19,18,3112.15,2934.992
01 Apr 19,19,3185.291,3006.0490000000004
01 Apr 19,20,3217.17,3036.9429999999998
01 Apr 19,21,3253.026,3070.673
01 Apr 19,22,3268.952,3084.2760000000007
01 Apr 19,23,3277.2909999999997,3090.769
01 Apr 19,24,3255.370000000001,3065.8979999999997
01 Apr 19,25,3224.461,3035.034
01 Apr 19,26,3222.853,3034.173
01 Apr 19,27,3245.986,3055.606
01 Apr 19,28,3274.447,3083.9309999999996
01 Apr 19,29,3285.1419999999994,3095.475
01 Apr 19,30,3285.327,3095.69
01 Apr 19,31,3283.1760000000004,3095.7009999999996
01 Apr 19,32,3294.351000000001,3108.342000000001
01 Apr 19,33,3287.7380000000007,3102.5890000000004
01 Apr 19,34,3258.0020000000004,3073.65
01 Apr 19,35,3225.7790000000005,3043.0400000000004
01 Apr 19,36,3187.6520000000005,3006.974000000001
01 Apr 19,37,3117.130000000001,2937.3269999999993
01 Apr 19,38,3106.909000000001,2928.781
01 Apr 19,39,3121.809,2943.802000000001
01 Apr 19,40,3125.8969999999995,2948.309
01 Apr 19,41,3114.2140000000004,2937.53
01 Apr 19,42,3092.242,2918.6739999999995
01 Apr 19,43,3053.538,2881.2740000000003
01 Apr 19,44,3007.215,2836.53
01 Apr 19,45,2919.827,2749.527
01 Apr 19,46,2841.1,2671.308
01 Apr 19,47,2769.2200000000007,2598.933
01 Apr 19,48,2694.494,2523.737
02 Apr 19,1,2623.785,2454.49
02 Apr 19,2,2565.6410000000005,2396.541
02 Apr 19,3,2516.431,2348.2790000000005
02 Apr 19,4,2482.343,2313.841000000001
02 Apr 19,5,2453.821,2284.416
02 Apr 19,6,2426.766,2256.367
02 Apr 19,7,2408.7720000000004,2238.4590000000007
02 Apr 19,8,2396.577,2225.9970000000008
02 Apr 19,9,2393.9429999999998,2223.437
02 Apr 19,10,2400.159,2229.783
02 Apr 19,11,2426.561,2255.915
02 Apr 19,12,2484.406,2313.893
02 Apr 19,13,2581.994,2410.6620000000007
02 Apr 19,14,2663.8389999999995,2491.01
02 Apr 19,15,2748.8749999999995,2576.5229999999997
02 Apr 19,16,2862.3590000000004,2690.789
02 Apr 19,17,2998.425000000001,2826.0080000000007
02 Apr 19,18,3095.183,2921.66
02 Apr 19,19,3161.7909999999997,2985.763
02 Apr 19,20,3191.5550000000007,3013.988
02 Apr 19,21,3234.381,3055.4120000000007
02 Apr 19,22,3264.687,3083.3660000000004
02 Apr 19,23,3272.103,3089.5249999999987
02 Apr 19,24,3258.5840000000003,3074.644
02 Apr 19,25,3228.4279999999994,3043.8259999999996
02 Apr 19,26,3226.165,3041.322
02 Apr 19,27,3247.628,3064.006
02 Apr 19,28,3279.531,3096.0940000000005
02 Apr 19,29,3300.273,3117.4260000000004
02 Apr 19,30,3305.2070000000003,3121.6120000000005
02 Apr 19,31,3296.078,3110.161
02 Apr 19,32,3304.5200000000004,3120.683
02 Apr 19,33,3305.185,3122.9190000000003
02 Apr 19,34,3294.369,3114.4709999999995
02 Apr 19,35,3264.2669999999994,3087.531
02 Apr 19,36,3218.769,3042.6940000000004
02 Apr 19,37,3161.5609999999997,2986.4960000000005
02 Apr 19,38,3142.07,2967.1739999999995
02 Apr 19,39,3147.7000000000007,2973.208
02 Apr 19,40,3132.9329999999995,2959.713
02 Apr 19,41,3117.188,2944.3559999999998
02 Apr 19,42,3096.638,2924.8379999999997
02 Apr 19,43,3080.394,2908.332000000001
02 Apr 19,44,3029.17,2856.429
02 Apr 19,45,2961.116,2787.9110000000005
02 Apr 19,46,2891.4910000000004,2717.157
02 Apr 19,47,2820.735,2645.681
02 Apr 19,48,2752.1959999999995,2576.6089999999995
03 Apr 19,1,2679.837,2504.782
03 Apr 19,2,2628.6290000000004,2453.476
03 Apr 19,3,2576.385,2400.957000000001
03 Apr 19,4,2532.511,2356.814
03 Apr 19,5,2502.593,2326.3720000000003
03 Apr 19,6,2487.861000000001,2311.026
03 Apr 19,7,2476.866,2299.654
03 Apr 19,8,2454.646,2277.867
03 Apr 19,9,2443.239,2266.496
03 Apr 19,10,2428.425,2252.194
03 Apr 19,11,2445.508,2271.449
03 Apr 19,12,2485.232,2308.521
03 Apr 19,13,2568.627,2391.458
03 Apr 19,14,2651.282,2473.459
03 Apr 19,15,2730.0219999999995,2551.7960000000003
03 Apr 19,16,2838.098,2659.8340000000003
03 Apr 19,17,2978.175,2799.3910000000005
03 Apr 19,18,3067.4990000000003,2888.0779999999995
03 Apr 19,19,3142.837,2963.045
03 Apr 19,20,3167.998,2986.386
03 Apr 19,21,3195.244000000001,3011.482
03 Apr 19,22,3209.436,3023.789000000001
03 Apr 19,23,3216.49,3029.857
03 Apr 19,24,3171.47,2983.476
03 Apr 19,25,3143.224,2954.06
03 Apr 19,26,3144.526,2955.905
03 Apr 19,27,3177.435,2989.217
03 Apr 19,28,3214.047,3024.592
03 Apr 19,29,3225.573,3035.769000000001
03 Apr 19,30,3225.453,3034.97
03 Apr 19,31,3215.803,3024.876
03 Apr 19,32,3229.05,3039.071
03 Apr 19,33,3230.922,3041.261
03 Apr 19,34,3222.4959999999996,3033.152
03 Apr 19,35,3210.066,3023.114
03 Apr 19,36,3177.53,2993.195
03 Apr 19,37,3133.074,2951.15
03 Apr 19,38,3118.929,2937.6090000000004
03 Apr 19,39,3144.466,2962.6
03 Apr 19,40,3136.6669999999995,2953.559
03 Apr 19,41,3118.794000000001,2935.623
03 Apr 19,42,3096.9330000000004,2914.522
03 Apr 19,43,3078.6470000000004,2896.646
03 Apr 19,44,3038.981,2856.9700000000007
03 Apr 19,45,2946.531,2764.955
03 Apr 19,46,2876.0660000000007,2694.848
03 Apr 19,47,2796.951,2614.665
03 Apr 19,48,2720.44,2538.308
04 Apr 19,1,2639.2259999999997,2456.778
04 Apr 19,2,2580.838,2398.1379999999995
04 Apr 19,3,2532.298,2350.291
04 Apr 19,4,2494.251,2312.167
04 Apr 19,5,2458.531,2276.5429999999997
04 Apr 19,6,2439.732,2257.5
04 Apr 19,7,2409.9690000000005,2226.731
04 Apr 19,8,2402.774,2219.5679999999998
04 Apr 19,9,2398.334,2214.945
04 Apr 19,10,2406.5080000000007,2223.09
04 Apr 19,11,2434.655,2251.351
04 Apr 19,12,2493.172,2309.531
04 Apr 19,13,2596.7560000000008,2412.9100000000008
04 Apr 19,14,2671.026,2487.062
04 Apr 19,15,2736.6710000000007,2552.418
04 Apr 19,16,2849.6440000000002,2665.407
04 Apr 19,17,3007.422,2821.618
04 Apr 19,18,3099.138000000001,2910.8859999999995
04 Apr 19,19,3169.1059999999998,2979.49
04 Apr 19,20,3235.035,3043.6269999999995
04 Apr 19,21,3271.491,3078.643
04 Apr 19,22,3302.55,3107.6240000000007
04 Apr 19,23,3324.097,3126.6979999999994
04 Apr 19,24,3300.034,3102.335
04 Apr 19,25,3271.456,3073.111000000001
04 Apr 19,26,3272.816,3074.816
04 Apr 19,27,3307.1540000000005,3110.6829999999995
04 Apr 19,28,3330.7270000000003,3133.382
04 Apr 19,29,3367.282,3169.934
04 Apr 19,30,3360.7469999999994,3166.098
04 Apr 19,31,3367.2670000000007,3173.5780000000004
04 Apr 19,32,3355.461,3162.332000000001
04 Apr 19,33,3354.781,3162.727000000001
04 Apr 19,34,3325.046,3135.0349999999994
04 Apr 19,35,3276.523000000001,3089.127
04 Apr 19,36,3232.7729999999997,3046.024000000001
04 Apr 19,37,3174.342000000001,2989.7580000000007
04 Apr 19,38,3158.572,2974.3140000000003
04 Apr 19,39,3171.0679999999998,2985.6340000000005
04 Apr 19,40,3172.966,2988.949
04 Apr 19,41,3151.6710000000007,2972.728
04 Apr 19,42,3126.7659999999996,2948.175
04 Apr 19,43,3111.318,2933.788
04 Apr 19,44,3073.2729999999997,2895.968
04 Apr 19,45,2992.952,2815.946
04 Apr 19,46,2921.414,2744.1279999999997
04 Apr 19,47,2853.647,2675.4120000000007
04 Apr 19,48,2777.377,2598.527
05 Apr 19,1,2703.47,2525.383
05 Apr 19,2,2648.309,2470.2329999999997
05 Apr 19,3,2596.817,2419.9
05 Apr 19,4,2555.457000000001,2378.467
05 Apr 19,5,2522.572,2345.752
05 Apr 19,6,2496.606,2319.42
05 Apr 19,7,2484.1230000000005,2305.707000000001
05 Apr 19,8,2465.1620000000007,2287.2870000000007
05 Apr 19,9,2450.583,2273.403
05 Apr 19,10,2467.024,2290.599
05 Apr 19,11,2487.869,2312.055
05 Apr 19,12,2545.195,2369.739
05 Apr 19,13,2638.144,2457.496
05 Apr 19,14,2732.752,2550.711
05 Apr 19,15,2799.958,2618.255
05 Apr 19,16,2902.576,2720.183
05 Apr 19,17,3044.466,2860.353
05 Apr 19,18,3139.646,2953.009
05 Apr 19,19,3210.593,3021.703
05 Apr 19,20,3242.822,3051.1259999999997
05 Apr 19,21,3288.4390000000003,3094.612
05 Apr 19,22,3299.03,3103.914
05 Apr 19,23,3321.3170000000005,3124.527
05 Apr 19,24,3308.96,3110.789
05 Apr 19,25,3283.941000000001,3086.454
05 Apr 19,26,3271.525,3074.684
05 Apr 19,27,3295.228,3098.635
05 Apr 19,28,3319.3050000000007,3121.9620000000004
05 Apr 19,29,3347.719,3153.321000000001
05 Apr 19,30,3349.92,3157.260000000001
05 Apr 19,31,3345.275,3152.7919999999995
05 Apr 19,32,3340.2949999999987,3150.44
05 Apr 19,33,3332.2639999999988,3143.136
05 Apr 19,34,3302.192,3113.657
05 Apr 19,35,3278.1219999999994,3090.425
05 Apr 19,36,3224.3119999999994,3036.719
05 Apr 19,37,3170.113,2983.593
05 Apr 19,38,3146.8109999999997,2961.3740000000003
05 Apr 19,39,3154.6659999999997,2968.638000000001
05 Apr 19,40,3152.8559999999998,2967.25
05 Apr 19,41,3130.792000000001,2945.47
05 Apr 19,42,3109.0869999999995,2924.13
05 Apr 19,43,3084.058,2899.647
05 Apr 19,44,3052.683,2869.059
05 Apr 19,45,2972.59,2787.909000000001
05 Apr 19,46,2921.945,2737.2950000000005
05 Apr 19,47,2860.525,2675.331000000001
05 Apr 19,48,2793.4429999999998,2608.118
06 Apr 19,1,2726.118,2540.732
06 Apr 19,2,2682.4390000000008,2497.32
06 Apr 19,3,2618.406,2433.378
06 Apr 19,4,2575.899000000001,2389.4970000000003
06 Apr 19,5,2551.487,2365.109000000001
06 Apr 19,6,2511.554,2325.1839999999997
06 Apr 19,7,2495.085,2308.6689999999994
06 Apr 19,8,2475.764,2288.893
06 Apr 19,9,2462.887,2275.8770000000004
06 Apr 19,10,2457.330000000001,2269.911
06 Apr 19,11,2465.261,2277.765
06 Apr 19,12,2483.906,2296.966
06 Apr 19,13,2525.3379999999997,2337.725
06 Apr 19,14,2553.702,2365.278
06 Apr 19,15,2587.34,2399.164
06 Apr 19,16,2639.6820000000002,2450.9829999999997
06 Apr 19,17,2750.85,2561.05
06 Apr 19,18,2841.4040000000005,2649.224
06 Apr 19,19,2915.7209999999995,2721.256999999999
06 Apr 19,20,2957.4819999999995,2762.15
06 Apr 19,21,3007.0040000000004,2810.994
06 Apr 19,22,3030.783000000001,2833.54
06 Apr 19,23,3039.81,2842.25
06 Apr 19,24,3019.639,2820.6479999999997
06 Apr 19,25,2987.572,2787.665
06 Apr 19,26,2967.075,2766.6470000000004
06 Apr 19,27,2963.034,2762.562000000001
06 Apr 19,28,2973.3840000000005,2772.9619999999995
06 Apr 19,29,2974.768,2774.676
06 Apr 19,30,2961.6420000000007,2761.7329999999997
06 Apr 19,31,2950.125,2750.507
06 Apr 19,32,2949.614,2749.4159999999997
06 Apr 19,33,2944.7490000000007,2744.978
06 Apr 19,34,2925.171,2725.967000000001
06 Apr 19,35,2906.309,2707.7859999999996
06 Apr 19,36,2902.087,2706.139
06 Apr 19,37,2883.2009999999996,2688.1310000000008
06 Apr 19,38,2900.586,2707.13
06 Apr 19,39,2940.5660000000007,2747.467
06 Apr 19,40,2955.0029999999997,2761.1510000000007
06 Apr 19,41,2953.063,2759.3050000000007
06 Apr 19,42,2944.1259999999997,2750.457000000001
06 Apr 19,43,2943.238,2750.3140000000003
06 Apr 19,44,2920.2469999999994,2728.3979999999997
06 Apr 19,45,2879.277,2687.4320000000002
06 Apr 19,46,2834.794000000001,2642.789
06 Apr 19,47,2787.152,2595.152
06 Apr 19,48,2737.7519999999995,2545.431
07 Apr 19,1,2675.0,2482.867
07 Apr 19,2,2613.4800000000005,2422.377
07 Apr 19,3,2565.494000000001,2373.9179999999997
07 Apr 19,4,2520.488,2329.702
07 Apr 19,5,2487.48,2296.644
07 Apr 19,6,2460.03,2269.632
07 Apr 19,7,2434.39,2243.844
07 Apr 19,8,2413.37,2222.166
07 Apr 19,9,2401.9139999999998,2210.688
07 Apr 19,10,2394.52,2203.557
07 Apr 19,11,2400.782,2210.1649999999995
07 Apr 19,12,2415.672,2226.05
07 Apr 19,13,2445.111000000001,2255.455
07 Apr 19,14,2469.393,2279.259
07 Apr 19,15,2479.364,2289.862
07 Apr 19,16,2500.33,2310.658
07 Apr 19,17,2564.998,2374.2470000000008
07 Apr 19,18,2614.364,2421.3579999999997
07 Apr 19,19,2676.2649999999994,2481.467
07 Apr 19,20,2721.388000000001,2525.874
07 Apr 19,21,2764.9120000000003,2568.5660000000007
07 Apr 19,22,2799.946000000001,2602.8920000000007
07 Apr 19,23,2803.759,2605.448
07 Apr 19,24,2807.621,2607.3620000000005
07 Apr 19,25,2794.443,2594.235
07 Apr 19,26,2797.4970000000003,2598.1020000000003
07 Apr 19,27,2808.856,2609.507
07 Apr 19,28,2825.6799999999994,2626.3590000000004
07 Apr 19,29,2847.472,2648.8779999999997
07 Apr 19,30,2846.6059999999998,2647.836
07 Apr 19,31,2861.867,2663.905
07 Apr 19,32,2862.671,2664.552
07 Apr 19,33,2878.591000000001,2680.961
07 Apr 19,34,2857.265,2660.5820000000003
07 Apr 19,35,2851.4320000000002,2655.8340000000003
07 Apr 19,36,2852.94,2659.039
07 Apr 19,37,2850.127,2657.677
07 Apr 19,38,2875.0349999999994,2683.86
07 Apr 19,39,2940.894,2750.534
07 Apr 19,40,2963.608,2773.198
07 Apr 19,41,2981.045,2790.340000000001
07 Apr 19,42,2996.942,2806.5209999999997
07 Apr 19,43,3007.3140000000003,2816.933
07 Apr 19,44,2995.9759999999997,2806.051
07 Apr 19,45,2937.4790000000003,2748.275
07 Apr 19,46,2885.097,2695.821
07 Apr 19,47,2818.0110000000004,2621.571000000001
07 Apr 19,48,2754.009,2549.78
08 Apr 19,1,2685.309,2472.22
08 Apr 19,2,2640.8150000000005,2425.862
08 Apr 19,3,2603.059000000001,2388.1240000000007
08 Apr 19,4,2570.7470000000008,2356.435
08 Apr 19,5,2535.965,2321.583
08 Apr 19,6,2505.904,2291.321000000001
08 Apr 19,7,2492.005,2277.5270000000005
08 Apr 19,8,2474.547,2260.387
08 Apr 19,9,2476.015,2261.335
08 Apr 19,10,2482.56,2268.124
08 Apr 19,11,2508.1220000000003,2293.33
08 Apr 19,12,2572.304,2357.329
08 Apr 19,13,2668.972999999999,2454.084
08 Apr 19,14,2764.369,2549.161
08 Apr 19,15,2854.673,2639.498
08 Apr 19,16,2971.6340000000005,2755.548
08 Apr 19,17,3118.0260000000007,2900.222
08 Apr 19,18,3231.94,3012.3459999999995
08 Apr 19,19,3300.3299999999995,3079.445
08 Apr 19,20,3362.568,3139.9220000000005
08 Apr 19,21,3384.6059999999998,3161.2590000000005
08 Apr 19,22,3414.857,3190.667000000001
08 Apr 19,23,3420.627,3196.0989999999993
08 Apr 19,24,3399.809,3175.4880000000007
08 Apr 19,25,3372.597,3148.5040000000004
08 Apr 19,26,3364.4790000000003,3140.369
08 Apr 19,27,3394.2209999999995,3169.643
08 Apr 19,28,3418.233,3194.7000000000007
08 Apr 19,29,3438.975000000001,3215.3520000000003
08 Apr 19,30,3443.442,3219.665
08 Apr 19,31,3437.324,3216.0740000000005
08 Apr 19,32,3453.255,3233.086
08 Apr 19,33,3455.4059999999995,3236.3140000000003
08 Apr 19,34,3458.2319999999995,3240.395
08 Apr 19,35,3428.058,3212.097
08 Apr 19,36,3365.4590000000007,3151.942
08 Apr 19,37,3299.1820000000002,3085.717
08 Apr 19,38,3269.917,3056.579
08 Apr 19,39,3277.7090000000003,3065.313
08 Apr 19,40,3280.993,3068.083
08 Apr 19,41,3255.586,3042.4980000000005
08 Apr 19,42,3234.922,3021.864
08 Apr 19,43,3222.1720000000005,3009.3620000000005
08 Apr 19,44,3181.386,2968.216000000001
08 Apr 19,45,3105.066,2891.887
08 Apr 19,46,3031.657,2818.235
08 Apr 19,47,2955.242,2741.9310000000005
08 Apr 19,48,2891.3250000000007,2678.0
09 Apr 19,1,2798.350000000001,2584.894
09 Apr 19,2,2735.655,2522.168000000001
09 Apr 19,3,2696.4249999999993,2482.62
09 Apr 19,4,2659.775,2446.402
09 Apr 19,5,2631.4549999999995,2418.258
09 Apr 19,6,2608.842000000001,2395.4339999999997
09 Apr 19,7,2586.4680000000008,2373.125
09 Apr 19,8,2568.837,2355.665
09 Apr 19,9,2562.394,2349.2270000000008
09 Apr 19,10,2563.409,2350.0950000000007
09 Apr 19,11,2592.929,2379.308
09 Apr 19,12,2655.015000000001,2441.161
09 Apr 19,13,2753.896,2539.784
09 Apr 19,14,2834.041000000001,2620.1890000000008
09 Apr 19,15,2914.5190000000002,2700.676
09 Apr 19,16,3028.870000000001,2813.406
09 Apr 19,17,3163.69,2946.759
09 Apr 19,18,3256.268,3038.3539999999994
09 Apr 19,19,3339.1259999999997,3119.985
09 Apr 19,20,3370.13,3149.5409999999997
09 Apr 19,21,3399.5440000000003,3177.121
09 Apr 19,22,3428.341,3204.308
09 Apr 19,23,3434.5809999999997,3210.521000000001
09 Apr 19,24,3421.085,3196.86
09 Apr 19,25,3386.164,3162.887
09 Apr 19,26,3381.938,3158.118
09 Apr 19,27,3418.191,3193.6859999999997
09 Apr 19,28,3443.15,3217.38
09 Apr 19,29,3481.2750000000005,3256.217
09 Apr 19,30,3477.236,3253.3909999999996
09 Apr 19,31,3476.73,3254.244
09 Apr 19,32,3476.087,3255.448
09 Apr 19,33,3475.202,3255.0019999999995
09 Apr 19,34,3447.8170000000005,3226.8480000000004
09 Apr 19,35,3406.341,3188.297
09 Apr 19,36,3351.467,3134.067
09 Apr 19,37,3290.7030000000004,3074.7909999999997
09 Apr 19,38,3274.218,3058.5370000000003
09 Apr 19,39,3288.532,3069.98
09 Apr 19,40,3295.632,3076.8050000000007
09 Apr 19,41,3273.329,3053.9309999999996
09 Apr 19,42,3250.213000000001,3030.552000000001
09 Apr 19,43,3228.798,3008.736000000001
09 Apr 19,44,3177.474,2957.123
09 Apr 19,45,3095.120000000001,2874.5510000000004
09 Apr 19,46,3019.434,2799.248
09 Apr 19,47,2947.3959999999997,2726.949
09 Apr 19,48,2870.7880000000005,2650.0170000000007
10 Apr 19,1,2798.005000000001,2577.472
10 Apr 19,2,2736.7649999999994,2515.9410000000003
10 Apr 19,3,2693.5690000000004,2472.625
10 Apr 19,4,2653.616,2432.5020000000004
10 Apr 19,5,2620.241,2400.413
10 Apr 19,6,2589.245,2368.876
10 Apr 19,7,2567.036,2346.7960000000003
10 Apr 19,8,2558.952,2338.998
10 Apr 19,9,2537.312000000001,2317.1
10 Apr 19,10,2541.9410000000007,2321.583
10 Apr 19,11,2575.0270000000005,2354.587
10 Apr 19,12,2633.145,2412.436
10 Apr 19,13,2728.9100000000008,2508.127
10 Apr 19,14,2809.895,2588.518
10 Apr 19,15,2874.093000000001,2652.9700000000007
10 Apr 19,16,2994.8740000000003,2772.645
10 Apr 19,17,3139.2790000000005,2915.9700000000007
10 Apr 19,18,3238.866,3013.195
10 Apr 19,19,3317.1630000000005,3089.427
10 Apr 19,20,3366.366,3137.2140000000004
10 Apr 19,21,3408.118,3177.917
10 Apr 19,22,3433.2209999999995,3200.542000000001
10 Apr 19,23,3449.673,3214.6740000000004
10 Apr 19,24,3429.7720000000004,3194.055
10 Apr 19,25,3391.401,3157.4350000000004
10 Apr 19,26,3390.9120000000007,3158.857
10 Apr 19,27,3404.474,3172.188
10 Apr 19,28,3432.1820000000002,3200.7739999999994
10 Apr 19,29,3445.5310000000004,3216.241
10 Apr 19,30,3443.322,3214.449
10 Apr 19,31,3441.8720000000003,3213.789
10 Apr 19,32,3443.5220000000004,3216.103
10 Apr 19,33,3434.656,3208.4629999999997
10 Apr 19,34,3392.928,3164.563
10 Apr 19,35,3354.9240000000004,3126.6540000000005
10 Apr 19,36,3296.5,3070.113
10 Apr 19,37,3241.0029999999997,3015.967
10 Apr 19,38,3229.2140000000004,3005.0950000000007
10 Apr 19,39,3232.340000000001,3008.278
10 Apr 19,40,3238.0159999999996,3014.4390000000008
10 Apr 19,41,3225.545,3002.276
10 Apr 19,42,3198.094,2974.018
10 Apr 19,43,3182.757,2958.421
10 Apr 19,44,3141.849,2917.3010000000004
10 Apr 19,45,3057.546,2833.073
10 Apr 19,46,2988.3459999999995,2764.092
10 Apr 19,47,2918.798,2694.389
10 Apr 19,48,2859.2270000000003,2634.492
11 Apr 19,1,2783.095,2558.677
11 Apr 19,2,2727.1490000000003,2502.885
11 Apr 19,3,2681.4060000000004,2458.643
11 Apr 19,4,2645.43,2423.103
11 Apr 19,5,2615.112,2392.407
11 Apr 19,6,2589.388,2366.01
11 Apr 19,7,2577.832000000001,2354.369
11 Apr 19,8,2557.03,2333.96
11 Apr 19,9,2548.382,2324.467
11 Apr 19,10,2545.431,2321.5290000000005
11 Apr 19,11,2569.3069999999993,2345.228
11 Apr 19,12,2631.65,2407.4490000000005
11 Apr 19,13,2729.463,2504.295
11 Apr 19,14,2817.7500000000005,2592.686
11 Apr 19,15,2890.71,2665.7470000000003
11 Apr 19,16,2999.586,2774.093
11 Apr 19,17,3165.603,2938.2230000000004
11 Apr 19,18,3257.9109999999996,3026.898
11 Apr 19,19,3330.917,3097.8970000000004
11 Apr 19,20,3381.035,3147.085
11 Apr 19,21,3428.7740000000003,3192.6269999999995
11 Apr 19,22,3438.2870000000003,3200.9980000000005
11 Apr 19,23,3438.631,3202.625
11 Apr 19,24,3401.505,3165.22
11 Apr 19,25,3362.3609999999994,3125.7090000000007
11 Apr 19,26,3350.8060000000005,3114.7129999999997
11 Apr 19,27,3363.4570000000003,3128.115
11 Apr 19,28,3377.15,3141.26
11 Apr 19,29,3382.291,3146.818
11 Apr 19,30,3372.225,3137.722000000001
11 Apr 19,31,3357.7609999999995,3124.2880000000005
11 Apr 19,32,3363.434,3129.8660000000004
11 Apr 19,33,3356.5559999999996,3124.395
11 Apr 19,34,3339.492,3107.9549999999995
11 Apr 19,35,3320.1209999999996,3090.0490000000004
11 Apr 19,36,3277.973,3048.113
11 Apr 19,37,3225.698000000001,2996.242
11 Apr 19,38,3220.981000000001,2993.1440000000002
11 Apr 19,39,3234.883,3007.337
11 Apr 19,40,3265.389,3038.0070000000005
11 Apr 19,41,3240.652,3014.0660000000007
11 Apr 19,42,3220.677,2993.816
11 Apr 19,43,3205.6620000000007,2978.6760000000004
11 Apr 19,44,3156.876,2929.100000000001
11 Apr 19,45,3081.9350000000004,2854.362
11 Apr 19,46,3005.389,2779.579
11 Apr 19,47,2927.3320000000003,2701.755
11 Apr 19,48,2858.772,2633.5559999999996
12 Apr 19,1,2776.401,2550.99
12 Apr 19,2,2721.748,2496.194
12 Apr 19,3,2674.793000000001,2449.175
12 Apr 19,4,2639.3459999999995,2413.629000000001
12 Apr 19,5,2605.2180000000008,2379.617
12 Apr 19,6,2575.433,2349.864
12 Apr 19,7,2559.569,2334.384
12 Apr 19,8,2545.467,2320.118
12 Apr 19,9,2539.5060000000008,2313.699
12 Apr 19,10,2538.72,2313.243
12 Apr 19,11,2561.7010000000005,2335.6450000000004
12 Apr 19,12,2618.183,2392.129
12 Apr 19,13,2706.512,2479.724
12 Apr 19,14,2781.934,2554.7519999999995
12 Apr 19,15,2857.2320000000004,2629.929
12 Apr 19,16,2976.2290000000003,2748.571000000001
12 Apr 19,17,3108.8559999999998,2880.271
12 Apr 19,18,3208.224,2978.086
12 Apr 19,19,3272.875,3040.957000000001
12 Apr 19,20,3324.896,3090.9990000000003
12 Apr 19,21,3365.192,3126.302
12 Apr 19,22,3387.097,3146.954
12 Apr 19,23,3400.684,3160.034
12 Apr 19,24,3380.138000000001,3138.999000000001
12 Apr 19,25,3340.120000000001,3098.7580000000007
12 Apr 19,26,3340.991,3099.1279999999997
12 Apr 19,27,3375.165,3133.376
12 Apr 19,28,3396.9410000000007,3154.7650000000012
12 Apr 19,29,3407.131,3165.147
12 Apr 19,30,3416.5060000000008,3176.337
12 Apr 19,31,3405.278,3165.891
12 Apr 19,32,3415.145,3177.795
12 Apr 19,33,3411.3109999999997,3175.595
12 Apr 19,34,3393.5679999999998,3158.264
12 Apr 19,35,3363.658,3132.9790000000007
12 Apr 19,36,3317.7119999999995,3089.21
12 Apr 19,37,3256.828,3029.8440000000005
12 Apr 19,38,3239.389,3013.5080000000007
12 Apr 19,39,3246.6940000000004,3020.705
12 Apr 19,40,3242.6410000000005,3015.813
12 Apr 19,41,3214.2009999999996,2986.9109999999996
12 Apr 19,42,3179.0400000000004,2951.566
12 Apr 19,43,3155.4780000000005,2927.8430000000008
12 Apr 19,44,3119.1110000000012,2891.414
12 Apr 19,45,3041.263,2813.7509999999997
12 Apr 19,46,2987.861,2760.135
12 Apr 19,47,2934.949,2707.4240000000004
12 Apr 19,48,2876.116,2648.0580000000004
13 Apr 19,1,2798.9300000000007,2570.617
