,WEP,PERIOD,day_of_week
0,83.33,1,1
1,83.83,2,1
2,83.19,3,1
3,83.13,4,1
4,83.2,5,1
5,78.81,6,1
6,78.3,7,1
7,73.55,8,1
8,73.65,9,1
9,73.41,10,1
10,73.46,11,1
11,73.65,12,1
12,73.38,13,1
13,73.29,14,1
14,73.49,15,1
15,73.57,16,1
16,73.49,17,1
17,73.55,18,1
18,78.7,19,1
19,78.49,20,1
20,78.69,21,1
21,75.28,22,1
22,75.2,23,1
23,75.5,24,1
24,75.25,25,1
25,75.56,26,1
26,74.79,27,1
27,75.51,28,1
28,75.14,29,1
29,76.36,30,1
30,78.29,31,1
31,74.97,32,1
32,75.28,33,1
33,78.26,34,1
34,78.16,35,1
35,78.07,36,1
36,78.25,37,1
37,78.27,38,1
38,83.4,39,1
39,83.33,40,1
40,83.36,41,1
41,83.5,42,1
42,89.18,43,1
43,83.32,44,1
44,83.41,45,1
45,83.47,46,1
46,83.35,47,1
47,83.06,48,1
48,75.85,1,2
49,73.74,2,2
50,73.12,3,2
51,73.36,4,2
52,72.59,5,2
53,71.87,6,2
54,71.8,7,2
55,71.2,8,2
56,71.54,9,2
57,71.9,10,2
58,72.42,11,2
59,73.17,12,2
60,73.22,13,2
61,75.51,14,2
62,75.14,15,2
63,78.17,16,2
64,82.7,17,2
65,83.1,18,2
66,84.0,19,2
67,91.5,20,2
68,93.15,21,2
69,94.66,22,2
70,94.36,23,2
71,91.68,24,2
72,88.54,25,2
73,90.35,26,2
74,91.3,27,2
75,92.14,28,2
76,92.0,29,2
77,91.89,30,2
78,91.74,31,2
79,92.6,32,2
80,93.42,33,2
81,91.72,34,2
82,92.61,35,2
83,88.44,36,2
84,87.56,37,2
85,88.24,38,2
86,88.7,39,2
87,88.53,40,2
88,90.9,41,2
89,96.31,42,2
90,95.05,43,2
91,93.4,44,2
92,99.01,45,2
93,93.29,46,2
94,91.89,47,2
95,80.27,48,2
96,92.67,1,3
97,92.76,2,3
98,92.76,3,3
99,88.68,4,3
100,87.59,5,3
101,82.69,6,3
102,81.75,7,3
103,81.42,8,3
104,81.74,9,3
105,83.04,10,3
106,89.8,11,3
107,93.12,12,3
108,95.16,13,3
109,99.03,14,3
110,94.94,15,3
111,99.12,16,3
112,107.59,17,3
113,104.15,18,3
114,97.97,19,3
115,98.38,20,3
116,99.0,21,3
117,98.89,22,3
118,97.45,23,3
119,94.69,24,3
120,93.2,25,3
121,93.65,26,3
122,96.43,27,3
123,98.5,28,3
124,98.89,29,3
125,97.54,30,3
126,98.85,31,3
127,97.43,32,3
128,97.35,33,3
129,95.94,34,3
130,92.84,35,3
131,99.14,36,3
132,103.62,37,3
133,105.62,38,3
134,98.47,39,3
135,105.03,40,3
136,103.87,41,3
137,191.76,42,3
138,171.6,43,3
139,112.16,44,3
140,112.98,45,3
141,103.02,46,3
142,96.82,47,3
143,91.19,48,3
144,92.85,1,4
145,92.81,2,4
146,90.13,3,4
147,90.37,4,4
148,89.53,5,4
149,89.33,6,4
150,88.16,7,4
151,87.9,8,4
152,87.65,9,4
153,88.32,10,4
154,89.61,11,4
155,91.46,12,4
156,93.17,13,4
157,94.24,14,4
158,92.57,15,4
159,96.05,16,4
160,101.07,17,4
161,104.36,18,4
162,106.89,19,4
163,106.76,20,4
164,106.42,21,4
165,110.24,22,4
166,115.47,23,4
167,109.59,24,4
168,105.76,25,4
169,106.44,26,4
170,108.52,27,4
171,110.47,28,4
172,108.11,29,4
173,108.27,30,4
174,111.82,31,4
175,110.36,32,4
176,108.04,33,4
177,105.83,34,4
178,102.19,35,4
179,96.86,36,4
180,94.1,37,4
181,94.16,38,4
182,94.89,39,4
183,93.7,40,4
184,93.78,41,4
185,106.81,42,4
186,104.26,43,4
187,95.84,44,4
188,91.31,45,4
189,89.93,46,4
190,85.26,47,4
191,83.83,48,4
192,91.24,1,5
193,90.9,2,5
194,93.95,3,5
195,91.17,4,5
196,90.57,5,5
197,89.84,6,5
198,88.39,7,5
199,87.85,8,5
200,87.54,9,5
201,87.26,10,5
202,88.21,11,5
203,88.56,12,5
204,87.96,13,5
205,89.98,14,5
206,90.68,15,5
207,94.28,16,5
208,105.39,17,5
209,116.19,18,5
210,151.69,19,5
211,256.2657155177831,20,5
212,256.2657155177831,21,5
213,256.2657155177831,22,5
214,256.2657155177831,23,5
215,256.2657155177831,24,5
216,256.2657155177831,25,5
217,256.2657155177831,26,5
218,256.2657155177831,27,5
219,256.2657155177831,28,5
220,256.2657155177831,29,5
221,124.48,30,5
222,114.08,31,5
223,256.2657155177831,32,5
224,256.2657155177831,33,5
225,256.2657155177831,34,5
226,256.2657155177831,35,5
227,256.2657155177831,36,5
228,256.2657155177831,37,5
229,256.2657155177831,38,5
230,256.2657155177831,39,5
231,256.2657155177831,40,5
232,256.2657155177831,41,5
233,256.2657155177831,42,5
234,256.2657155177831,43,5
235,256.2657155177831,44,5
236,108.08,45,5
237,94.91,46,5
238,91.89,47,5
239,104.45,48,5
240,104.45,1,6
241,99.5,2,6
242,94.03,3,6
243,92.29,4,6
244,91.21,5,6
245,90.92,6,6
246,90.32,7,6
247,89.89,8,6
248,89.55,9,6
249,89.66,10,6
250,89.6,11,6
251,89.69,12,6
252,89.78,13,6
253,89.52,14,6
254,89.25,15,6
255,91.15,16,6
256,94.84,17,6
257,100.03,18,6
258,105.28,19,6
259,113.45,20,6
260,121.61,21,6
261,119.78,22,6
262,118.27,23,6
263,114.63,24,6
264,115.15,25,6
265,114.99,26,6
266,115.04,27,6
267,115.24,28,6
268,114.98,29,6
269,114.94,30,6
270,114.68,31,6
271,115.18,32,6
272,121.36,33,6
273,115.04,34,6
274,114.68,35,6
275,99.85,36,6
276,106.59,37,6
277,111.67,38,6
278,115.8,39,6
279,115.67,40,6
280,120.46,41,6
281,121.07,42,6
282,116.03,43,6
283,115.15,44,6
284,104.12,45,6
285,115.24,46,6
286,114.8,47,6
287,98.9,48,6
288,92.97,1,0
289,89.88,2,0
290,89.96,3,0
291,89.31,4,0
292,86.27,5,0
293,86.1,6,0
294,85.93,7,0
295,85.83,8,0
296,85.45,9,0
297,85.71,10,0
298,85.74,11,0
299,89.45,12,0
300,91.69,13,0
301,94.04,14,0
302,95.56,15,0
303,105.02,16,0
304,109.85,17,0
305,128.26,18,0
306,131.39,19,0
307,136.3,20,0
308,198.22,21,0
309,256.2657155177831,22,0
310,256.2657155177831,23,0
311,147.34,24,0
312,123.68,25,0
313,123.96,26,0
314,151.43,27,0
315,226.41,28,0
316,226.43,29,0
317,190.22,30,0
318,196.03,31,0
319,195.58,32,0
320,130.52,33,0
321,129.7,34,0
322,115.2,35,0
323,106.12,36,0
324,104.33,37,0
325,104.69,38,0
326,104.88,39,0
327,107.51,40,0
328,107.26,41,0
329,129.44,42,0
330,113.88,43,0
331,106.44,44,0
332,95.68,45,0
333,98.96,46,0
334,92.03,47,0
335,77.9,48,0
336,89.81,1,1
337,87.82,2,1
338,88.63,3,1
339,89.57,4,1
340,88.95,5,1
341,98.61,6,1
342,98.58,7,1
343,95.4,8,1
344,94.44,9,1
345,93.43,10,1
346,94.86,11,1
347,99.25,12,1
348,104.19,13,1
349,112.3,14,1
350,115.22,15,1
351,256.2657155177831,16,1
352,256.2657155177831,17,1
353,256.2657155177831,18,1
354,256.2657155177831,19,1
355,256.2657155177831,20,1
356,256.2657155177831,21,1
357,256.2657155177831,22,1
358,256.2657155177831,23,1
359,256.2657155177831,24,1
360,256.2657155177831,25,1
361,256.2657155177831,26,1
362,256.2657155177831,27,1
363,256.2657155177831,28,1
364,256.2657155177831,29,1
365,256.2657155177831,30,1
366,256.2657155177831,31,1
367,256.2657155177831,32,1
368,256.2657155177831,33,1
369,256.2657155177831,34,1
370,256.2657155177831,35,1
371,256.2657155177831,36,1
372,127.23,37,1
373,128.37,38,1
374,129.1,39,1
375,126.75,40,1
376,115.42,41,1
377,131.12,42,1
378,114.81,43,1
379,123.36,44,1
380,107.11,45,1
381,115.01,46,1
382,103.04,47,1
383,93.63,48,1
384,105.15,1,2
385,100.07,2,2
386,97.01,3,2
387,97.54,4,2
388,95.25,5,2
389,94.94,6,2
390,93.99,7,2
391,92.76,8,2
392,92.54,9,2
393,93.43,10,2
394,94.47,11,2
395,98.94,12,2
396,100.72,13,2
397,113.11,14,2
398,108.33,15,2
399,121.79,16,2
400,256.2657155177831,17,2
401,256.2657155177831,18,2
402,256.2657155177831,19,2
403,256.2657155177831,20,2
404,256.2657155177831,21,2
405,256.2657155177831,22,2
406,256.2657155177831,23,2
407,256.2657155177831,24,2
408,256.2657155177831,25,2
409,256.2657155177831,26,2
410,256.2657155177831,27,2
411,256.2657155177831,28,2
412,256.2657155177831,29,2
413,256.2657155177831,30,2
414,114.42,31,2
415,126.65,32,2
416,123.95,33,2
417,113.53,34,2
418,110.72,35,2
419,106.12,36,2
420,103.94,37,2
421,103.75,38,2
422,103.82,39,2
423,107.11,40,2
424,104.08,41,2
425,120.08,42,2
426,111.11,43,2
427,99.15,44,2
428,93.8,45,2
429,97.06,46,2
430,91.57,47,2
431,90.48,48,2
432,111.48,1,3
433,103.69,2,3
434,95.45,3,3
435,91.75,4,3
436,89.51,5,3
437,89.15,6,3
438,88.23,7,3
439,87.19,8,3
440,87.1,9,3
441,87.05,10,3
442,87.53,11,3
443,89.76,12,3
444,94.32,13,3
445,95.87,14,3
446,94.4,15,3
447,100.37,16,3
448,107.64,17,3
449,112.74,18,3
450,115.89,19,3
451,120.7,20,3
452,130.54,21,3
453,181.58,22,3
454,174.1,23,3
455,130.68,24,3
456,120.93,25,3
457,124.78,26,3
458,128.99,27,3
459,130.72,28,3
460,130.63,29,3
461,130.09,30,3
462,112.95,31,3
463,115.63,32,3
464,112.7,33,3
465,119.33,34,3
466,106.33,35,3
467,102.55,36,3
468,97.55,37,3
469,99.4,38,3
470,100.24,39,3
471,102.6,40,3
472,99.46,41,3
473,109.04,42,3
474,106.5,43,3
475,95.57,44,3
476,93.89,45,3
477,95.87,46,3
478,90.25,47,3
479,77.33,48,3
480,93.61,1,4
481,91.86,2,4
482,90.95,3,4
483,88.04,4,4
484,86.95,5,4
485,85.95,6,4
486,78.03,7,4
487,84.13,8,4
488,84.03,9,4
489,86.22,10,4
490,86.14,11,4
491,89.81,12,4
492,91.13,13,4
493,93.82,14,4
494,91.09,15,4
495,95.26,16,4
496,104.32,17,4
497,107.13,18,4
498,106.58,19,4
499,105.88,20,4
500,113.11,21,4
501,112.75,22,4
502,113.08,23,4
503,111.87,24,4
504,105.48,25,4
505,105.24,26,4
506,112.03,27,4
507,112.17,28,4
508,111.5,29,4
509,111.83,30,4
510,111.89,31,4
511,112.77,32,4
512,112.61,33,4
513,105.35,34,4
514,104.94,35,4
515,98.27,36,4
516,94.32,37,4
517,94.35,38,4
518,94.75,39,4
519,94.54,40,4
520,94.26,41,4
521,97.13,42,4
522,112.03,43,4
523,106.42,44,4
524,99.25,45,4
525,94.35,46,4
526,90.83,47,4
527,84.47,48,4
528,95.07,1,5
529,96.46,2,5
530,96.43,3,5
531,94.9,4,5
532,91.43,5,5
533,88.94,6,5
534,88.97,7,5
535,88.94,8,5
536,87.13,9,5
537,88.16,10,5
538,87.04,11,5
539,87.09,12,5
540,81.84,13,5
541,87.4,14,5
542,81.4,15,5
543,89.42,16,5
544,95.65,17,5
545,98.68,18,5
546,100.36,19,5
547,107.47,20,5
548,110.38,21,5
549,112.11,22,5
550,112.28,23,5
551,108.44,24,5
552,106.93,25,5
553,104.1,26,5
554,101.56,27,5
555,101.41,28,5
556,100.99,29,5
557,97.5,30,5
558,112.08,31,5
559,112.89,32,5
560,256.2657155177831,33,5
561,256.2657155177831,34,5
562,247.38,35,5
563,139.42,36,5
564,123.21,37,5
565,111.45,38,5
566,114.83,39,5
567,113.65,40,5
568,112.92,41,5
569,112.45,42,5
570,112.54,43,5
571,112.54,44,5
572,109.44,45,5
573,109.95,46,5
574,107.85,47,5
575,108.06,48,5
576,93.44,1,6
577,94.21,2,6
578,93.46,3,6
579,90.76,4,6
580,89.64,5,6
581,89.24,6,6
582,89.32,7,6
583,89.41,8,6
584,89.23,9,6
585,88.85,10,6
586,89.2,11,6
587,89.81,12,6
588,89.54,13,6
589,89.5,14,6
590,87.31,15,6
591,88.77,16,6
592,91.74,17,6
593,95.5,18,6
594,99.52,19,6
595,103.59,20,6
596,103.34,21,6
597,94.21,22,6
598,95.35,23,6
599,91.49,24,6
600,91.34,25,6
601,91.44,26,6
602,104.59,27,6
603,104.68,28,6
604,106.76,29,6
605,106.88,30,6
606,107.12,31,6
607,106.96,32,6
608,107.06,33,6
609,97.9,34,6
610,97.77,35,6
611,97.65,36,6
612,99.92,37,6
613,104.84,38,6
614,109.74,39,6
615,111.08,40,6
616,121.04,41,6
617,129.42,42,6
618,129.16,43,6
619,110.84,44,6
620,104.2,45,6
621,91.15,46,6
622,94.13,47,6
623,91.7,48,6
624,88.29,1,0
625,88.27,2,0
626,84.52,3,0
627,81.22,4,0
628,81.19,5,0
629,80.92,6,0
630,79.87,7,0
631,80.51,8,0
632,80.27,9,0
633,80.9,10,0
634,80.74,11,0
635,81.16,12,0
636,86.93,13,0
637,87.93,14,0
638,87.95,15,0
639,89.35,16,0
640,93.6,17,0
641,93.55,18,0
642,96.27,19,0
643,96.89,20,0
644,99.15,21,0
645,102.19,22,0
646,104.76,23,0
647,99.27,24,0
648,99.16,25,0
649,98.82,26,0
650,102.49,27,0
651,103.65,28,0
652,101.51,29,0
653,101.51,30,0
654,256.2657155177831,31,0
655,256.2657155177831,32,0
656,256.2657155177831,33,0
657,170.7,34,0
658,123.44,35,0
659,109.24,36,0
660,107.49,37,0
661,107.56,38,0
662,110.06,39,0
663,108.69,40,0
664,107.88,41,0
665,112.48,42,0
666,112.67,43,0
667,107.4,44,0
668,107.95,45,0
669,100.27,46,0
670,95.72,47,0
671,83.26,48,0
672,93.64,1,1
673,90.82,2,1
674,89.35,3,1
675,90.98,4,1
676,92.72,5,1
677,89.75,6,1
678,89.86,7,1
679,88.67,8,1
680,88.93,9,1
681,89.86,10,1
682,91.62,11,1
683,93.53,12,1
684,94.9,13,1
685,98.64,14,1
686,99.01,15,1
687,103.27,16,1
688,107.28,17,1
689,106.18,18,1
690,109.69,19,1
691,112.7,20,1
692,124.76,21,1
693,124.38,22,1
694,113.37,23,1
695,106.85,24,1
696,107.72,25,1
697,106.53,26,1
698,107.91,27,1
699,106.72,28,1
700,106.68,29,1
701,106.35,30,1
702,106.12,31,1
703,106.27,32,1
704,106.51,33,1
705,105.99,34,1
706,103.21,35,1
707,98.39,36,1
708,97.54,37,1
709,99.32,38,1
710,99.49,39,1
711,98.96,40,1
712,98.69,41,1
713,107.06,42,1
714,111.64,43,1
715,115.69,44,1
716,108.72,45,1
717,98.38,46,1
718,93.57,47,1
719,91.05,48,1
720,92.76,1,2
721,89.19,2,2
722,82.55,3,2
723,81.46,4,2
724,88.65,5,2
725,83.1,6,2
726,81.7,7,2
727,81.13,8,2
728,81.09,9,2
729,81.1,10,2
730,89.03,11,2
731,81.6,12,2
732,93.87,13,2
733,103.5,14,2
734,102.84,15,2
735,104.91,16,2
736,109.47,17,2
737,109.55,18,2
738,106.22,19,2
739,106.8,20,2
740,113.2,21,2
741,115.04,22,2
742,106.76,23,2
743,105.42,24,2
744,102.8,25,2
745,100.0,26,2
746,102.63,27,2
747,103.54,28,2
748,103.43,29,2
749,103.4,30,2
750,105.17,31,2
751,104.1,32,2
752,103.93,33,2
753,100.92,34,2
754,98.17,35,2
755,95.01,36,2
756,108.4,37,2
757,108.14,38,2
758,110.03,39,2
759,106.6,40,2
760,105.54,41,2
761,107.25,42,2
762,104.92,43,2
763,101.03,44,2
764,95.69,45,2
765,88.38,46,2
766,88.12,47,2
767,83.42,48,2
768,95.11,1,3
769,91.77,2,3
770,87.61,3,3
771,83.71,4,3
772,88.29,5,3
773,82.89,6,3
774,81.92,7,3
775,81.75,8,3
776,81.63,9,3
777,81.65,10,3
778,83.72,11,3
779,83.58,12,3
780,91.11,13,3
781,88.9,14,3
782,86.38,15,3
783,93.1,16,3
784,96.41,17,3
785,96.56,18,3
786,97.4,19,3
787,98.89,20,3
788,103.14,21,3
789,105.01,22,3
790,104.83,23,3
791,100.48,24,3
792,100.38,25,3
793,100.54,26,3
794,102.51,27,3
795,103.75,28,3
796,103.95,29,3
797,103.78,30,3
798,103.81,31,3
799,103.59,32,3
800,102.79,33,3
801,100.6,34,3
802,97.24,35,3
803,95.58,36,3
804,91.99,37,3
805,94.78,38,3
806,96.52,39,3
807,96.22,40,3
808,94.87,41,3
809,95.52,42,3
810,93.35,43,3
811,89.74,44,3
812,88.33,45,3
813,84.93,46,3
814,88.02,47,3
815,81.95,48,3
816,83.86,1,4
817,83.77,2,4
818,84.03,3,4
819,83.04,4,4
820,82.45,5,4
821,81.48,6,4
822,80.91,7,4
823,80.0,8,4
824,80.54,9,4
825,81.13,10,4
826,81.96,11,4
827,83.24,12,4
828,83.91,13,4
829,84.91,14,4
830,82.73,15,4
831,85.97,16,4
832,91.21,17,4
833,90.79,18,4
834,95.56,19,4
835,96.01,20,4
836,96.84,21,4
837,112.66,22,4
838,112.29,23,4
839,106.92,24,4
840,105.32,25,4
841,105.04,26,4
842,105.2,27,4
843,106.9,28,4
844,107.04,29,4
845,106.69,30,4
846,107.17,31,4
847,106.65,32,4
848,105.63,33,4
849,104.85,34,4
850,102.2,35,4
851,98.04,36,4
852,96.25,37,4
853,96.43,38,4
854,96.54,39,4
855,96.01,40,4
856,94.1,41,4
857,94.97,42,4
858,95.15,43,4
859,94.4,44,4
860,93.93,45,4
861,90.75,46,4
862,88.76,47,4
863,84.7,48,4
864,94.23,1,5
865,90.93,2,5
866,86.04,3,5
867,84.39,4,5
868,84.46,5,5
869,83.45,6,5
870,83.35,7,5
871,83.33,8,5
872,83.2,9,5
873,83.26,10,5
874,83.29,11,5
875,83.31,12,5
876,83.41,13,5
877,84.35,14,5
878,83.18,15,5
879,94.99,16,5
880,103.78,17,5
881,105.1,18,5
882,111.11,19,5
883,112.59,20,5
884,109.58,21,5
885,109.79,22,5
886,106.96,23,5
887,105.46,24,5
888,105.46,25,5
889,105.03,26,5
890,104.15,27,5
891,103.55,28,5
892,101.25,29,5
893,102.18,30,5
894,102.83,31,5
895,102.78,32,5
896,99.12,33,5
897,99.12,34,5
898,98.89,35,5
899,96.99,36,5
900,95.33,37,5
901,95.15,38,5
902,94.09,39,5
903,84.96,40,5
904,83.22,41,5
905,87.15,42,5
906,82.09,43,5
907,82.94,44,5
908,82.6,45,5
909,86.55,46,5
910,85.6,47,5
911,83.4,48,5
912,99.07,1,6
913,97.74,2,6
914,97.94,3,6
915,93.5,4,6
916,91.62,5,6
917,87.16,6,6
918,87.53,7,6
919,90.01,8,6
920,98.37,9,6
921,85.56,10,6
922,85.92,11,6
923,86.16,12,6
924,86.04,13,6
925,84.63,14,6
926,82.62,15,6
927,85.57,16,6
928,95.89,17,6
929,99.03,18,6
930,103.49,19,6
931,104.76,20,6
932,110.99,21,6
933,107.34,22,6
934,107.29,23,6
935,104.47,24,6
936,104.55,25,6
937,104.37,26,6
938,101.23,27,6
939,99.23,28,6
940,107.34,29,6
941,104.09,30,6
942,102.95,31,6
943,95.01,32,6
944,95.52,33,6
945,95.73,34,6
946,97.0,35,6
947,99.96,36,6
948,99.82,37,6
949,256.2657155177831,38,6
950,256.2657155177831,39,6
951,256.2657155177831,40,6
952,256.2657155177831,41,6
953,120.59,42,6
954,103.34,43,6
955,98.25,44,6
956,95.09,45,6
957,87.87,46,6
958,91.66,47,6
959,85.84,48,6
960,86.12,1,0
961,86.34,2,0
962,85.39,3,0
963,83.75,4,0
964,84.21,5,0
965,83.57,6,0
966,83.14,7,0
967,81.86,8,0
968,81.94,9,0
969,83.2,10,0
970,84.03,11,0
971,87.57,12,0
972,87.54,13,0
973,96.73,14,0
974,93.91,15,0
975,102.5,16,0
976,113.07,17,0
977,117.3,18,0
978,256.2657155177831,19,0
979,256.2657155177831,20,0
980,256.2657155177831,21,0
981,256.2657155177831,22,0
982,256.2657155177831,23,0
983,256.2657155177831,24,0
984,256.2657155177831,25,0
985,256.2657155177831,26,0
986,256.2657155177831,27,0
987,256.2657155177831,28,0
988,256.2657155177831,29,0
989,256.2657155177831,30,0
990,256.2657155177831,31,0
991,256.2657155177831,32,0
992,256.2657155177831,33,0
993,256.2657155177831,34,0
994,256.2657155177831,35,0
995,213.23,36,0
996,114.86,37,0
997,119.12,38,0
998,121.33,39,0
999,104.38,40,0
1000,103.24,41,0
1001,107.6,42,0
1002,103.84,43,0
1003,101.46,44,0
1004,131.24,45,0
1005,119.91,46,0
1006,119.87,47,0
1007,102.55,48,0
1008,106.79,1,1
1009,102.66,2,1
1010,106.97,3,1
1011,90.93,4,1
1012,86.21,5,1
1013,84.54,6,1
1014,78.15,7,1
1015,74.76,8,1
1016,74.69,9,1
1017,75.12,10,1
1018,76.6,11,1
1019,79.73,12,1
1020,84.58,13,1
1021,87.47,14,1
1022,81.7,15,1
1023,86.08,16,1
1024,87.82,17,1
1025,85.27,18,1
1026,85.39,19,1
1027,86.03,20,1
1028,87.66,21,1
1029,87.74,22,1
1030,87.94,23,1
1031,85.35,24,1
1032,84.9,25,1
1033,84.66,26,1
1034,86.88,27,1
1035,87.72,28,1
1036,87.67,29,1
1037,87.54,30,1
1038,89.33,31,1
1039,89.34,32,1
1040,89.28,33,1
1041,89.24,34,1
1042,87.02,35,1
1043,84.19,36,1
1044,84.75,37,1
1045,84.64,38,1
1046,85.59,39,1
1047,84.53,40,1
1048,84.5,41,1
1049,89.4,42,1
1050,87.77,43,1
1051,86.65,44,1
1052,85.7,45,1
1053,83.94,46,1
1054,89.29,47,1
1055,85.01,48,1
1056,85.1,1,2
1057,83.18,2,2
1058,81.96,3,2
1059,80.72,4,2
1060,78.61,5,2
1061,72.21,6,2
1062,71.88,7,2
1063,71.86,8,2
1064,71.87,9,2
1065,71.99,10,2
1066,72.84,11,2
1067,78.6,12,2
1068,83.09,13,2
1069,84.82,14,2
1070,84.1,15,2
1071,85.36,16,2
1072,87.8,17,2
1073,87.02,18,2
1074,86.91,19,2
1075,88.99,20,2
1076,93.38,21,2
1077,94.79,22,2
1078,94.93,23,2
1079,93.03,24,2
1080,90.35,25,2
1081,91.59,26,2
1082,92.96,27,2
1083,94.61,28,2
1084,95.66,29,2
1085,94.99,30,2
1086,94.65,31,2
1087,94.41,32,2
1088,94.28,33,2
1089,92.75,34,2
1090,90.91,35,2
1091,86.86,36,2
1092,88.29,37,2
1093,88.82,38,2
1094,89.53,39,2
1095,89.66,40,2
1096,88.61,41,2
1097,96.0,42,2
1098,95.14,43,2
1099,91.59,44,2
1100,88.47,45,2
1101,92.18,46,2
1102,94.2,47,2
1103,85.47,48,2
1104,92.89,1,3
1105,91.09,2,3
1106,87.5,3,3
1107,86.28,4,3
1108,85.04,5,3
1109,83.24,6,3
1110,82.28,7,3
1111,81.76,8,3
1112,82.08,9,3
1113,82.26,10,3
1114,83.08,11,3
1115,87.07,12,3
1116,87.3,13,3
1117,87.49,14,3
1118,86.85,15,3
1119,87.48,16,3
1120,88.54,17,3
1121,87.9,18,3
1122,88.78,19,3
1123,91.21,20,3
1124,93.08,21,3
1125,94.28,22,3
1126,94.26,23,3
1127,92.76,24,3
1128,90.61,25,3
1129,90.66,26,3
1130,92.5,27,3
1131,95.2,28,3
1132,94.08,29,3
1133,92.41,30,3
1134,95.16,31,3
1135,95.03,32,3
1136,95.11,33,3
1137,92.69,34,3
1138,90.5,35,3
1139,86.7,36,3
1140,85.81,37,3
1141,85.85,38,3
1142,87.99,39,3
1143,87.77,40,3
1144,86.3,41,3
1145,88.46,42,3
1146,87.44,43,3
1147,85.77,44,3
1148,93.62,45,3
1149,93.24,46,3
1150,87.87,47,3
1151,84.21,48,3
1152,83.4,1,4
1153,81.38,2,4
1154,79.06,3,4
1155,78.94,4,4
1156,76.66,5,4
1157,75.36,6,4
1158,72.63,7,4
1159,72.86,8,4
1160,72.77,9,4
1161,74.72,10,4
1162,76.8,11,4
1163,80.24,12,4
1164,83.25,13,4
1165,84.71,14,4
1166,81.71,15,4
1167,85.85,16,4
1168,85.68,17,4
1169,83.02,18,4
1170,98.26,19,4
1171,99.6,20,4
1172,100.36,21,4
1173,100.46,22,4
1174,101.49,23,4
1175,99.78,24,4
1176,99.88,25,4
1177,99.71,26,4
1178,99.7,27,4
1179,100.5,28,4
1180,99.99,29,4
1181,100.08,30,4
1182,100.07,31,4
1183,100.53,32,4
1184,100.04,33,4
1185,99.05,34,4
1186,99.03,35,4
1187,95.69,36,4
1188,95.23,37,4
1189,94.03,38,4
1190,89.17,39,4
1191,88.72,40,4
1192,86.84,41,4
1193,87.48,42,4
1194,88.38,43,4
1195,94.73,44,4
1196,94.12,45,4
1197,92.95,46,4
1198,93.13,47,4
1199,87.08,48,4
1200,92.08,1,5
1201,90.09,2,5
1202,89.49,3,5
1203,85.76,4,5
1204,83.63,5,5
1205,80.75,6,5
1206,79.1,7,5
1207,78.83,8,5
1208,78.28,9,5
1209,78.56,10,5
1210,78.52,11,5
1211,79.04,12,5
1212,81.3,13,5
1213,83.7,14,5
1214,86.5,15,5
1215,89.63,16,5
1216,96.26,17,5
1217,102.75,18,5
1218,108.59,19,5
1219,110.64,20,5
1220,120.92,21,5
1221,122.35,22,5
1222,123.69,23,5
1223,118.48,24,5
1224,116.2,25,5
1225,107.79,26,5
1226,107.36,27,5
1227,99.55,28,5
1228,99.36,29,5
1229,97.81,30,5
1230,99.33,31,5
1231,95.84,32,5
1232,95.35,33,5
1233,90.06,34,5
1234,89.35,35,5
1235,89.76,36,5
1236,89.87,37,5
1237,92.95,38,5
1238,96.02,39,5
1239,96.32,40,5
1240,95.63,41,5
1241,95.38,42,5
1242,93.31,43,5
1243,87.84,44,5
1244,86.57,45,5
1245,85.72,46,5
1246,85.19,47,5
1247,85.17,48,5
1248,89.53,1,6
1249,89.34,2,6
1250,87.99,3,6
1251,86.27,4,6
1252,84.26,5,6
1253,79.32,6,6
1254,78.58,7,6
1255,78.53,8,6
1256,77.91,9,6
1257,78.13,10,6
1258,78.18,11,6
1259,78.34,12,6
1260,78.3,13,6
1261,78.1,14,6
1262,79.52,15,6
1263,81.2,16,6
1264,81.56,17,6
1265,85.41,18,6
1266,85.99,19,6
1267,87.05,20,6
1268,91.12,21,6
1269,89.48,22,6
1270,89.7,23,6
1271,87.16,24,6
1272,87.23,25,6
1273,87.09,26,6
1274,86.99,27,6
1275,86.75,28,6
1276,86.87,29,6
1277,86.91,30,6
1278,86.61,31,6
1279,86.45,32,6
1280,85.13,33,6
1281,85.84,34,6
1282,86.59,35,6
1283,86.22,36,6
1284,86.27,37,6
1285,91.36,38,6
1286,95.22,39,6
1287,95.31,40,6
1288,98.24,41,6
1289,100.02,42,6
1290,98.13,43,6
1291,94.99,44,6
1292,95.76,45,6
1293,89.96,46,6
1294,94.09,47,6
1295,88.84,48,6
1296,87.84,1,0
1297,85.13,2,0
1298,84.12,3,0
1299,82.21,4,0
1300,78.93,5,0
1301,78.11,6,0
1302,78.17,7,0
1303,77.89,8,0
1304,77.88,9,0
1305,77.82,10,0
1306,80.37,11,0
1307,80.66,12,0
1308,85.94,13,0
1309,87.82,14,0
1310,87.55,15,0
1311,89.03,16,0
1312,96.27,17,0
1313,97.14,18,0
1314,101.43,19,0
1315,107.53,20,0
1316,234.1,21,0
1317,256.2657155177831,22,0
1318,127.17,23,0
1319,111.6,24,0
1320,101.17,25,0
1321,100.32,26,0
1322,111.49,27,0
1323,115.81,28,0
1324,114.25,29,0
1325,111.75,30,0
1326,111.66,31,0
1327,111.84,32,0
1328,106.91,33,0
1329,99.87,34,0
