,WEP
2020-02-16 13:00:00,79.52
2020-02-16 13:30:00,79.67
2020-02-16 14:00:00,79.48
2020-02-16 14:30:00,80.14
2020-02-16 15:00:00,80.25
2020-02-16 15:30:00,80.79
2020-02-16 16:00:00,80.88
2020-02-16 16:30:00,80.5
2020-02-16 17:00:00,81.16
2020-02-16 17:30:00,81.08
2020-02-16 18:00:00,81.73
2020-02-16 18:30:00,90.17
2020-02-16 19:00:00,178.54
2020-02-16 19:30:00,214.73
2020-02-16 20:00:00,196.1
2020-02-16 20:30:00,217.65
2020-02-16 21:00:00,217.71
2020-02-16 21:30:00,188.25
2020-02-16 22:00:00,82.14
2020-02-16 22:30:00,79.68
2020-02-16 23:00:00,78.97
2020-02-16 23:30:00,75.22
2020-02-17 00:00:00,76.78
2020-02-17 00:30:00,75.64
2020-02-17 01:00:00,75.69
2020-02-17 01:30:00,74.58
2020-02-17 02:00:00,74.5
2020-02-17 02:30:00,74.0
2020-02-17 03:00:00,73.24
2020-02-17 03:30:00,73.25
2020-02-17 04:00:00,72.54
2020-02-17 04:30:00,73.01
2020-02-17 05:00:00,74.4
2020-02-17 05:30:00,75.95
2020-02-17 06:00:00,81.01
2020-02-17 06:30:00,81.09
2020-02-17 07:00:00,77.08
2020-02-17 07:30:00,77.28
2020-02-17 08:00:00,78.43
2020-02-17 08:30:00,81.91
2020-02-17 09:00:00,79.45
2020-02-17 09:30:00,82.7
2020-02-17 10:00:00,83.49
2020-02-17 10:30:00,83.44
2020-02-17 11:00:00,82.94
2020-02-17 11:30:00,80.71
2020-02-17 12:00:00,79.13
2020-02-17 12:30:00,78.97
2020-02-17 13:00:00,82.63
2020-02-17 13:30:00,82.87
2020-02-17 14:00:00,82.6
2020-02-17 14:30:00,82.45
2020-02-17 15:00:00,87.01
2020-02-17 15:30:00,86.95
2020-02-17 16:00:00,86.29
2020-02-17 16:30:00,83.01
2020-02-17 17:00:00,80.83
2020-02-17 17:30:00,77.3
2020-02-17 18:00:00,77.65
2020-02-17 18:30:00,77.63
2020-02-17 19:00:00,82.07
2020-02-17 19:30:00,101.31
2020-02-17 20:00:00,108.38
2020-02-17 20:30:00,110.03
2020-02-17 21:00:00,94.45
2020-02-17 21:30:00,85.19
2020-02-17 22:00:00,79.63
2020-02-17 22:30:00,75.66
2020-02-17 23:00:00,75.27
2020-02-17 23:30:00,73.55
2020-02-18 00:00:00,74.15
2020-02-18 00:30:00,72.62
2020-02-18 01:00:00,71.7
2020-02-18 01:30:00,71.46
2020-02-18 02:00:00,70.38
2020-02-18 02:30:00,70.54
2020-02-18 03:00:00,70.34
2020-02-18 03:30:00,69.99
2020-02-18 04:00:00,70.4
2020-02-18 04:30:00,70.5
2020-02-18 05:00:00,71.29
2020-02-18 05:30:00,73.87
2020-02-18 06:00:00,77.11
2020-02-18 06:30:00,80.41
2020-02-18 07:00:00,77.26
2020-02-18 07:30:00,78.39
2020-02-18 08:00:00,78.14
2020-02-18 08:30:00,79.64
2020-02-18 09:00:00,78.66
2020-02-18 09:30:00,79.59
2020-02-18 10:00:00,80.38
2020-02-18 10:30:00,82.17
2020-02-18 11:00:00,80.15
2020-02-18 11:30:00,78.07
2020-02-18 12:00:00,78.01
2020-02-18 12:30:00,78.11
2020-02-18 13:00:00,80.41
2020-02-18 13:30:00,80.86
2020-02-18 14:00:00,79.66
2020-02-18 14:30:00,78.6
2020-02-18 15:00:00,81.02
2020-02-18 15:30:00,81.55
2020-02-18 16:00:00,81.64
2020-02-18 16:30:00,79.35
2020-02-18 17:00:00,77.65
2020-02-18 17:30:00,76.26
2020-02-18 18:00:00,76.03
2020-02-18 18:30:00,76.53
2020-02-18 19:00:00,77.98
2020-02-18 19:30:00,78.66
2020-02-18 20:00:00,86.37
2020-02-18 20:30:00,89.78
2020-02-18 21:00:00,84.08
2020-02-18 21:30:00,79.11
2020-02-18 22:00:00,77.26
2020-02-18 22:30:00,73.89
2020-02-18 23:00:00,73.41
2020-02-18 23:30:00,71.38
2020-02-19 00:00:00,71.81
2020-02-19 00:30:00,71.27
2020-02-19 01:00:00,70.24
2020-02-19 01:30:00,70.21
2020-02-19 02:00:00,69.09
2020-02-19 02:30:00,67.93
2020-02-19 03:00:00,67.06
2020-02-19 03:30:00,67.08
2020-02-19 04:00:00,66.95
2020-02-19 04:30:00,68.31
2020-02-19 05:00:00,69.04
2020-02-19 05:30:00,70.54
2020-02-19 06:00:00,72.03
2020-02-19 06:30:00,74.5
2020-02-19 07:00:00,70.23
2020-02-19 07:30:00,72.33
2020-02-19 08:00:00,74.43
2020-02-19 08:30:00,77.4
2020-02-19 09:00:00,80.47
2020-02-19 09:30:00,79.99
2020-02-19 10:00:00,81.83
2020-02-19 10:30:00,86.03
2020-02-19 11:00:00,82.52
2020-02-19 11:30:00,81.75
2020-02-19 12:00:00,80.35
2020-02-19 12:30:00,80.22
2020-02-19 13:00:00,80.21
2020-02-19 13:30:00,82.35
2020-02-19 14:00:00,81.98
2020-02-19 14:30:00,81.79
2020-02-19 15:00:00,86.43
2020-02-19 15:30:00,88.0
2020-02-19 16:00:00,86.75
2020-02-19 16:30:00,81.68
2020-02-19 17:00:00,80.58
2020-02-19 17:30:00,77.61
2020-02-19 18:00:00,77.32
2020-02-19 18:30:00,77.72
2020-02-19 19:00:00,79.57
2020-02-19 19:30:00,79.71
2020-02-19 20:00:00,87.67
2020-02-19 20:30:00,78.26
2020-02-19 21:00:00,81.77
2020-02-19 21:30:00,77.51
2020-02-19 22:00:00,77.79
2020-02-19 22:30:00,74.65
2020-02-19 23:00:00,73.87
2020-02-19 23:30:00,72.41
2020-02-20 00:00:00,73.64
2020-02-20 00:30:00,73.26
2020-02-20 01:00:00,71.69
2020-02-20 01:30:00,70.65
2020-02-20 02:00:00,70.49
2020-02-20 02:30:00,70.57
2020-02-20 03:00:00,70.42
2020-02-20 03:30:00,69.79
2020-02-20 04:00:00,69.49
2020-02-20 04:30:00,69.9
2020-02-20 05:00:00,70.69
2020-02-20 05:30:00,71.75
2020-02-20 06:00:00,73.28
2020-02-20 06:30:00,75.41
2020-02-20 07:00:00,71.56
2020-02-20 07:30:00,73.1
2020-02-20 08:00:00,76.24
2020-02-20 08:30:00,79.86
2020-02-20 09:00:00,80.04
2020-02-20 09:30:00,84.49
2020-02-20 10:00:00,88.5
2020-02-20 10:30:00,91.41
2020-02-20 11:00:00,88.66
2020-02-20 11:30:00,81.57
2020-02-20 12:00:00,80.54
2020-02-20 12:30:00,82.12
2020-02-20 13:00:00,83.45
2020-02-20 13:30:00,88.02
2020-02-20 14:00:00,88.03
2020-02-20 14:30:00,84.04
2020-02-20 15:00:00,84.47
2020-02-20 15:30:00,87.84
2020-02-20 16:00:00,86.71
2020-02-20 16:30:00,83.99
2020-02-20 17:00:00,81.11
2020-02-20 17:30:00,78.9
2020-02-20 18:00:00,79.36
2020-02-20 18:30:00,79.76
2020-02-20 19:00:00,80.92
2020-02-20 19:30:00,80.42
2020-02-20 20:00:00,92.19
2020-02-20 20:30:00,84.3
2020-02-20 21:00:00,84.39
2020-02-20 21:30:00,79.21
2020-02-20 22:00:00,78.32
2020-02-20 22:30:00,76.16
2020-02-20 23:00:00,74.15
2020-02-20 23:30:00,73.12
2020-02-21 00:00:00,74.53
2020-02-21 00:30:00,71.83
2020-02-21 01:00:00,70.72
2020-02-21 01:30:00,70.76
2020-02-21 02:00:00,70.51
2020-02-21 02:30:00,69.51
2020-02-21 03:00:00,69.63
2020-02-21 03:30:00,69.57
2020-02-21 04:00:00,69.69
2020-02-21 04:30:00,69.65
2020-02-21 05:00:00,70.77
2020-02-21 05:30:00,71.61
2020-02-21 06:00:00,72.91
2020-02-21 06:30:00,76.16
2020-02-21 07:00:00,70.81
2020-02-21 07:30:00,73.84
2020-02-21 08:00:00,76.38
2020-02-21 08:30:00,80.38
2020-02-21 09:00:00,80.23
2020-02-21 09:30:00,82.0
2020-02-21 10:00:00,84.32
2020-02-21 10:30:00,88.68
2020-02-21 11:00:00,86.9
2020-02-21 11:30:00,83.92
2020-02-21 12:00:00,83.4
2020-02-21 12:30:00,80.93
2020-02-21 13:00:00,84.02
2020-02-21 13:30:00,91.14
2020-02-21 14:00:00,89.26
2020-02-21 14:30:00,89.08
2020-02-21 15:00:00,83.66
2020-02-21 15:30:00,82.86
2020-02-21 16:00:00,83.3
2020-02-21 16:30:00,80.63
2020-02-21 17:00:00,80.29
2020-02-21 17:30:00,77.77
2020-02-21 18:00:00,76.97
2020-02-21 18:30:00,76.63
2020-02-21 19:00:00,78.37
2020-02-21 19:30:00,78.39
2020-02-21 20:00:00,80.44
2020-02-21 20:30:00,78.12
2020-02-21 21:00:00,77.91
2020-02-21 21:30:00,76.09
2020-02-21 22:00:00,75.8
2020-02-21 22:30:00,74.14
2020-02-21 23:00:00,76.19
2020-02-21 23:30:00,73.69
2020-02-22 00:00:00,73.73
2020-02-22 00:30:00,72.69
2020-02-22 01:00:00,70.84
2020-02-22 01:30:00,70.82
2020-02-22 02:00:00,69.82
2020-02-22 02:30:00,68.63
2020-02-22 03:00:00,68.56
2020-02-22 03:30:00,67.38
2020-02-22 04:00:00,67.27
2020-02-22 04:30:00,67.44
2020-02-22 05:00:00,67.81
2020-02-22 05:30:00,68.5
2020-02-22 06:00:00,69.77
2020-02-22 06:30:00,70.9
2020-02-22 07:00:00,70.81
2020-02-22 07:30:00,70.9
2020-02-22 08:00:00,73.26
2020-02-22 08:30:00,76.72
2020-02-22 09:00:00,74.47
2020-02-22 09:30:00,76.28
2020-02-22 10:00:00,78.52
2020-02-22 10:30:00,78.48
2020-02-22 11:00:00,78.29
2020-02-22 11:30:00,77.92
2020-02-22 12:00:00,76.57
2020-02-22 12:30:00,76.02
2020-02-22 13:00:00,74.15
2020-02-22 13:30:00,74.18
2020-02-22 14:00:00,73.71
2020-02-22 14:30:00,73.86
2020-02-22 15:00:00,73.8
2020-02-22 15:30:00,73.21
2020-02-22 16:00:00,73.45
2020-02-22 16:30:00,72.88
2020-02-22 17:00:00,72.78
2020-02-22 17:30:00,72.42
2020-02-22 18:00:00,72.62
2020-02-22 18:30:00,73.03
2020-02-22 19:00:00,73.12
2020-02-22 19:30:00,75.29
2020-02-22 20:00:00,75.68
2020-02-22 20:30:00,74.94
2020-02-22 21:00:00,76.1
2020-02-22 21:30:00,74.68
2020-02-22 22:00:00,73.14
2020-02-22 22:30:00,71.35
2020-02-22 23:00:00,70.73
2020-02-22 23:30:00,70.96
2020-02-23 00:00:00,74.15
2020-02-23 00:30:00,74.23
2020-02-23 01:00:00,72.29
2020-02-23 01:30:00,71.52
2020-02-23 02:00:00,71.28
2020-02-23 02:30:00,70.34
2020-02-23 03:00:00,69.75
2020-02-23 03:30:00,68.71
2020-02-23 04:00:00,68.32
2020-02-23 04:30:00,68.53
2020-02-23 05:00:00,68.46
2020-02-23 05:30:00,69.24
2020-02-23 06:00:00,69.07
2020-02-23 06:30:00,69.51
2020-02-23 07:00:00,70.62
2020-02-23 07:30:00,71.11
2020-02-23 08:00:00,71.86
2020-02-23 08:30:00,73.51
2020-02-23 09:00:00,71.14
2020-02-23 09:30:00,71.49
2020-02-23 10:00:00,71.49
2020-02-23 10:30:00,71.71
2020-02-23 11:00:00,71.61
2020-02-23 11:30:00,71.63
2020-02-23 12:00:00,71.65
2020-02-23 12:30:00,71.57
2020-02-23 13:00:00,71.56
2020-02-23 13:30:00,71.38
2020-02-23 14:00:00,71.73
2020-02-23 14:30:00,72.03
2020-02-23 15:00:00,71.53
2020-02-23 15:30:00,71.85
2020-02-23 16:00:00,78.6
2020-02-23 16:30:00,74.21
2020-02-23 17:00:00,72.47
2020-02-23 17:30:00,72.0
2020-02-23 18:00:00,71.41
2020-02-23 18:30:00,72.05
2020-02-23 19:00:00,74.73
2020-02-23 19:30:00,76.65
2020-02-23 20:00:00,77.81
2020-02-23 20:30:00,78.49
2020-02-23 21:00:00,82.87
2020-02-23 21:30:00,79.59
2020-02-23 22:00:00,76.7
2020-02-23 22:30:00,73.22
2020-02-23 23:00:00,72.83
2020-02-23 23:30:00,70.71
2020-02-24 00:00:00,70.53
2020-02-24 00:30:00,70.63
2020-02-24 01:00:00,70.66
2020-02-24 01:30:00,69.26
2020-02-24 02:00:00,67.71
2020-02-24 02:30:00,66.77
2020-02-24 03:00:00,66.73
2020-02-24 03:30:00,66.84
2020-02-24 04:00:00,67.1
2020-02-24 04:30:00,68.16
2020-02-24 05:00:00,69.68
2020-02-24 05:30:00,70.88
2020-02-24 06:00:00,71.74
2020-02-24 06:30:00,73.7
2020-02-24 07:00:00,71.7
2020-02-24 07:30:00,73.79
2020-02-24 08:00:00,77.82
2020-02-24 08:30:00,80.48
2020-02-24 09:00:00,82.48
2020-02-24 09:30:00,86.04
2020-02-24 10:00:00,93.8
2020-02-24 10:30:00,100.78
2020-02-24 11:00:00,101.49
2020-02-24 11:30:00,87.78
2020-02-24 12:00:00,87.36
2020-02-24 12:30:00,91.39
2020-02-24 13:00:00,102.8
2020-02-24 13:30:00,256.9
2020-02-24 14:00:00,145.47
2020-02-24 14:30:00,146.7
2020-02-24 15:00:00,116.28
2020-02-24 15:30:00,110.58
2020-02-24 16:00:00,110.41
2020-02-24 16:30:00,88.5
2020-02-24 17:00:00,86.31
2020-02-24 17:30:00,81.32
2020-02-24 18:00:00,78.4
2020-02-24 18:30:00,78.25
2020-02-24 19:00:00,80.49
2020-02-24 19:30:00,80.33
2020-02-24 20:00:00,88.18
2020-02-24 20:30:00,81.52
2020-02-24 21:00:00,80.67
2020-02-24 21:30:00,78.54
2020-02-24 22:00:00,79.0
2020-02-24 22:30:00,75.14
2020-02-24 23:00:00,76.07
2020-02-24 23:30:00,71.72
2020-02-25 00:00:00,71.75
2020-02-25 00:30:00,70.9
2020-02-25 01:00:00,70.95
2020-02-25 01:30:00,69.91
2020-02-25 02:00:00,68.48
2020-02-25 02:30:00,67.72
2020-02-25 03:00:00,68.02
2020-02-25 03:30:00,67.79
2020-02-25 04:00:00,67.87
2020-02-25 04:30:00,67.98
2020-02-25 05:00:00,70.09
2020-02-25 05:30:00,72.51
2020-02-25 06:00:00,75.06
2020-02-25 06:30:00,75.75
2020-02-25 07:00:00,73.55
2020-02-25 07:30:00,75.1
2020-02-25 08:00:00,76.23
2020-02-25 08:30:00,79.34
2020-02-25 09:00:00,80.27
2020-02-25 09:30:00,82.61
2020-02-25 10:00:00,82.81
2020-02-25 10:30:00,86.29
2020-02-25 11:00:00,84.26
2020-02-25 11:30:00,80.19
2020-02-25 12:00:00,80.11
2020-02-25 12:30:00,80.16
2020-02-25 13:00:00,83.21
2020-02-25 13:30:00,84.07
2020-02-25 14:00:00,87.85
2020-02-25 14:30:00,87.89
2020-02-25 15:00:00,88.67
2020-02-25 15:30:00,88.09
2020-02-25 16:00:00,88.06
2020-02-25 16:30:00,87.75
2020-02-25 17:00:00,82.11
2020-02-25 17:30:00,78.63
2020-02-25 18:00:00,78.85
2020-02-25 18:30:00,79.69
2020-02-25 19:00:00,82.52
2020-02-25 19:30:00,82.24
2020-02-25 20:00:00,90.89
2020-02-25 20:30:00,82.34
2020-02-25 21:00:00,84.17
2020-02-25 21:30:00,80.3
2020-02-25 22:00:00,78.28
2020-02-25 22:30:00,75.94
2020-02-25 23:00:00,73.76
2020-02-25 23:30:00,72.48
2020-02-26 00:00:00,73.28
2020-02-26 00:30:00,72.88
2020-02-26 01:00:00,71.54
2020-02-26 01:30:00,70.12
2020-02-26 02:00:00,69.93
2020-02-26 02:30:00,69.58
2020-02-26 03:00:00,69.56
2020-02-26 03:30:00,69.63
2020-02-26 04:00:00,69.62
2020-02-26 04:30:00,69.67
2020-02-26 05:00:00,71.01
2020-02-26 05:30:00,73.19
2020-02-26 06:00:00,73.31
2020-02-26 06:30:00,78.47
2020-02-26 07:00:00,72.77
2020-02-26 07:30:00,75.76
2020-02-26 08:00:00,78.27
2020-02-26 08:30:00,80.26
2020-02-26 09:00:00,80.59
2020-02-26 09:30:00,83.51
2020-02-26 10:00:00,89.04
2020-02-26 10:30:00,93.8
2020-02-26 11:00:00,92.58
2020-02-26 11:30:00,85.76
2020-02-26 12:00:00,82.52
2020-02-26 12:30:00,83.49
2020-02-26 13:00:00,87.9
2020-02-26 13:30:00,93.15
2020-02-26 14:00:00,102.89
2020-02-26 14:30:00,94.46
2020-02-26 15:00:00,96.91
2020-02-26 15:30:00,94.84
2020-02-26 16:00:00,102.8
2020-02-26 16:30:00,156.07
2020-02-26 17:00:00,93.14
2020-02-26 17:30:00,83.19
2020-02-26 18:00:00,80.05
2020-02-26 18:30:00,79.42
2020-02-26 19:00:00,84.1
2020-02-26 19:30:00,83.23
2020-02-26 20:00:00,92.64
2020-02-26 20:30:00,87.5
2020-02-26 21:00:00,86.31
2020-02-26 21:30:00,80.86
2020-02-26 22:00:00,78.7
2020-02-26 22:30:00,78.46
2020-02-26 23:00:00,76.25
2020-02-26 23:30:00,73.12
2020-02-27 00:00:00,79.12
2020-02-27 00:30:00,76.94
2020-02-27 01:00:00,73.95
2020-02-27 01:30:00,72.88
2020-02-27 02:00:00,71.86
2020-02-27 02:30:00,71.22
2020-02-27 03:00:00,71.15
2020-02-27 03:30:00,71.28
2020-02-27 04:00:00,71.13
2020-02-27 04:30:00,71.54
2020-02-27 05:00:00,72.58
2020-02-27 05:30:00,73.91
2020-02-27 06:00:00,75.18
2020-02-27 06:30:00,75.0
2020-02-27 07:00:00,74.85
2020-02-27 07:30:00,76.84
2020-02-27 08:00:00,79.96
2020-02-27 08:30:00,86.78
2020-02-27 09:00:00,85.54
2020-02-27 09:30:00,91.5
2020-02-27 10:00:00,94.42
2020-02-27 10:30:00,103.08
2020-02-27 11:00:00,94.26
2020-02-27 11:30:00,88.07
2020-02-27 12:00:00,86.39
2020-02-27 12:30:00,88.02
2020-02-27 13:00:00,91.94
2020-02-27 13:30:00,95.11
2020-02-27 14:00:00,216.74
2020-02-27 14:30:00,93.35
2020-02-27 15:00:00,91.96
2020-02-27 15:30:00,91.73
2020-02-27 16:00:00,93.95
2020-02-27 16:30:00,92.68
2020-02-27 17:00:00,87.14
2020-02-27 17:30:00,82.64
2020-02-27 18:00:00,82.26
2020-02-27 18:30:00,84.98
2020-02-27 19:00:00,85.17
2020-02-27 19:30:00,85.07
2020-02-27 20:00:00,92.9
2020-02-27 20:30:00,87.96
2020-02-27 21:00:00,87.52
2020-02-27 21:30:00,82.38
2020-02-27 22:00:00,80.48
2020-02-27 22:30:00,79.06
2020-02-27 23:00:00,78.82
2020-02-27 23:30:00,76.57
2020-02-28 00:00:00,78.11
2020-02-28 00:30:00,75.43
2020-02-28 01:00:00,74.1
2020-02-28 01:30:00,72.62
2020-02-28 02:00:00,72.4
2020-02-28 02:30:00,71.55
2020-02-28 03:00:00,71.56
2020-02-28 03:30:00,70.72
2020-02-28 04:00:00,70.72
2020-02-28 04:30:00,71.54
2020-02-28 05:00:00,72.09
2020-02-28 05:30:00,74.95
2020-02-28 06:00:00,76.84
2020-02-28 06:30:00,79.12
2020-02-28 07:00:00,73.25
2020-02-28 07:30:00,76.88
2020-02-28 08:00:00,80.02
2020-02-28 08:30:00,82.65
2020-02-28 09:00:00,85.29
2020-02-28 09:30:00,88.63
2020-02-28 10:00:00,93.37
2020-02-28 10:30:00,147.02
2020-02-28 11:00:00,94.1
2020-02-28 11:30:00,90.52
2020-02-28 12:00:00,90.57
2020-02-28 12:30:00,88.27
2020-02-28 13:00:00,92.99
2020-02-28 13:30:00,94.74
2020-02-28 14:00:00,183.34
2020-02-28 14:30:00,92.84
2020-02-28 15:00:00,94.37
2020-02-28 15:30:00,103.07
2020-02-28 16:00:00,94.9
2020-02-28 16:30:00,91.63
2020-02-28 17:00:00,86.22
2020-02-28 17:30:00,80.31
2020-02-28 18:00:00,79.66
2020-02-28 18:30:00,80.28
2020-02-28 19:00:00,80.17
2020-02-28 19:30:00,79.9
2020-02-28 20:00:00,87.35
2020-02-28 20:30:00,79.92
2020-02-28 21:00:00,80.89
2020-02-28 21:30:00,78.73
2020-02-28 22:00:00,78.79
2020-02-28 22:30:00,76.78
2020-02-28 23:00:00,82.56
2020-02-28 23:30:00,77.08
2020-02-29 00:00:00,76.98
2020-02-29 00:30:00,73.18
2020-02-29 01:00:00,74.92
2020-02-29 01:30:00,72.99
2020-02-29 02:00:00,72.53
2020-02-29 02:30:00,72.23
2020-02-29 03:00:00,71.04
2020-02-29 03:30:00,70.17
2020-02-29 04:00:00,69.37
2020-02-29 04:30:00,70.89
2020-02-29 05:00:00,70.84
2020-02-29 05:30:00,70.08
2020-02-29 06:00:00,71.03
2020-02-29 06:30:00,72.47
2020-02-29 07:00:00,74.27
2020-02-29 07:30:00,73.18
2020-02-29 08:00:00,78.27
2020-02-29 08:30:00,81.82
2020-02-29 09:00:00,80.79
2020-02-29 09:30:00,80.86
2020-02-29 10:00:00,80.7
2020-02-29 10:30:00,80.5
2020-02-29 11:00:00,80.4
2020-02-29 11:30:00,79.14
2020-02-29 12:00:00,78.2
2020-02-29 12:30:00,77.09
2020-02-29 13:00:00,76.22
2020-02-29 13:30:00,75.9
2020-02-29 14:00:00,72.54
2020-02-29 14:30:00,72.67
2020-02-29 15:00:00,72.73
2020-02-29 15:30:00,72.58
2020-02-29 16:00:00,72.68
2020-02-29 16:30:00,72.59
2020-02-29 17:00:00,72.35
2020-02-29 17:30:00,72.63
2020-02-29 18:00:00,73.57
2020-02-29 18:30:00,76.85
2020-02-29 19:00:00,77.76
2020-02-29 19:30:00,77.72
2020-02-29 20:00:00,79.19
2020-02-29 20:30:00,80.36
2020-02-29 21:00:00,79.19
2020-02-29 21:30:00,77.05
2020-02-29 22:00:00,77.21
2020-02-29 22:30:00,76.07
2020-02-29 23:00:00,77.28
2020-02-29 23:30:00,75.51
2020-03-01 00:00:00,80.57
2020-03-01 00:30:00,77.79
2020-03-01 01:00:00,68.24
2020-03-01 01:30:00,68.0
2020-03-01 02:00:00,66.83
2020-03-01 02:30:00,66.18
2020-03-01 03:00:00,64.9
2020-03-01 03:30:00,64.33
2020-03-01 04:00:00,64.15
2020-03-01 04:30:00,64.34
2020-03-01 05:00:00,64.73
2020-03-01 05:30:00,64.89
2020-03-01 06:00:00,64.33
2020-03-01 06:30:00,64.83
2020-03-01 07:00:00,64.44
2020-03-01 07:30:00,67.97
2020-03-01 08:00:00,71.09
2020-03-01 08:30:00,72.23
2020-03-01 09:00:00,71.51
2020-03-01 09:30:00,72.62
2020-03-01 10:00:00,70.22
2020-03-01 10:30:00,70.27
2020-03-01 11:00:00,70.21
2020-03-01 11:30:00,70.18
2020-03-01 12:00:00,70.16
2020-03-01 12:30:00,70.06
2020-03-01 13:00:00,70.07
2020-03-01 13:30:00,69.97
2020-03-01 14:00:00,69.98
2020-03-01 14:30:00,69.85
2020-03-01 15:00:00,69.81
2020-03-01 15:30:00,69.74
2020-03-01 16:00:00,69.61
2020-03-01 16:30:00,69.43
2020-03-01 17:00:00,69.38
2020-03-01 17:30:00,69.75
2020-03-01 18:00:00,69.75
2020-03-01 18:30:00,74.92
2020-03-01 19:00:00,78.92
2020-03-01 19:30:00,77.66
2020-03-01 20:00:00,79.86
2020-03-01 20:30:00,79.78
2020-03-01 21:00:00,85.19
2020-03-01 21:30:00,79.49
2020-03-01 22:00:00,73.27
2020-03-01 22:30:00,71.14
2020-03-01 23:00:00,70.11
2020-03-01 23:30:00,66.21
