"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","01 Aug 2019","47","GT","-0.033","-0.033"
"MG","01 Aug 2019","47","IGS","-0.006","-0.006"
"MG","01 Aug 2019","47","ST","36.485","36.485"
"MG","01 Aug 2019","48","CCGT/COGEN/TRIGEN","2885.669","2696.056"
"MG","01 Aug 2019","48","GT","-0.032","-0.032"
"MG","01 Aug 2019","48","IGS","-0.004","-0.004"
"MG","01 Aug 2019","48","ST","36.381","36.381"
"MG","02 Aug 2019","1","CCGT/COGEN/TRIGEN","2810.169","2621.238"
"MG","02 Aug 2019","1","GT","-0.034","-0.034"
"MG","02 Aug 2019","1","IGS","-0.004","-0.004"
"MG","02 Aug 2019","1","ST","36.161","36.161"
"MG","02 Aug 2019","2","CCGT/COGEN/TRIGEN","2750.721","2561.029"
"MG","02 Aug 2019","2","GT","-0.031","-0.031"
"MG","02 Aug 2019","2","IGS","-0.004","-0.004"
"MG","02 Aug 2019","2","ST","35.890","35.890"
"MG","02 Aug 2019","3","CCGT/COGEN/TRIGEN","2704.507","2514.407"
"MG","02 Aug 2019","3","GT","-0.033","-0.033"
"MG","02 Aug 2019","3","IGS","-0.004","-0.004"
"MG","02 Aug 2019","3","ST","36.687","36.687"
"MG","02 Aug 2019","4","CCGT/COGEN/TRIGEN","2661.954","2471.353"
"MG","02 Aug 2019","4","GT","-0.033","-0.033"
"MG","02 Aug 2019","4","IGS","-0.004","-0.004"
"MG","02 Aug 2019","4","ST","36.027","36.027"
"MG","02 Aug 2019","5","CCGT/COGEN/TRIGEN","2627.687","2436.938"
"MG","02 Aug 2019","5","GT","-0.032","-0.032"
"MG","02 Aug 2019","5","IGS","-0.006","-0.006"
"MG","02 Aug 2019","5","ST","35.667","35.667"
"MG","02 Aug 2019","6","CCGT/COGEN/TRIGEN","2601.591","2410.996"
"MG","02 Aug 2019","6","GT","-0.033","-0.033"
"MG","02 Aug 2019","6","IGS","-0.004","-0.004"
"MG","02 Aug 2019","6","ST","35.840","35.840"
"MG","02 Aug 2019","7","CCGT/COGEN/TRIGEN","2576.597","2385.874"
"MG","02 Aug 2019","7","GT","-0.031","-0.031"
"MG","02 Aug 2019","7","IGS","-0.004","-0.004"
"MG","02 Aug 2019","7","ST","36.337","36.337"
"MG","02 Aug 2019","8","CCGT/COGEN/TRIGEN","2554.559","2363.921"
"MG","02 Aug 2019","8","GT","-0.033","-0.033"
"MG","02 Aug 2019","8","IGS","-0.016","-0.016"
"MG","02 Aug 2019","8","ST","36.313","36.313"
"MG","02 Aug 2019","9","CCGT/COGEN/TRIGEN","2541.287","2350.527"
"MG","02 Aug 2019","9","GT","-0.032","-0.032"
"MG","02 Aug 2019","9","IGS","-0.016","-0.016"
"MG","02 Aug 2019","9","ST","36.040","36.040"
"MG","02 Aug 2019","10","CCGT/COGEN/TRIGEN","2551.781","2361.046"
"MG","02 Aug 2019","10","GT","-0.033","-0.033"
"MG","02 Aug 2019","10","IGS","-0.006","-0.006"
"MG","02 Aug 2019","10","ST","36.391","36.391"
"MG","02 Aug 2019","11","CCGT/COGEN/TRIGEN","2574.783","2383.628"
"MG","02 Aug 2019","11","GT","-0.031","-0.031"
"MG","02 Aug 2019","11","IGS","-0.004","-0.004"
"MG","02 Aug 2019","11","ST","36.210","36.210"
"MG","02 Aug 2019","12","CCGT/COGEN/TRIGEN","2629.740","2438.219"
"MG","02 Aug 2019","12","GT","-0.033","-0.033"
"MG","02 Aug 2019","12","IGS","-0.004","-0.004"
"MG","02 Aug 2019","12","ST","35.818","35.818"
"MG","02 Aug 2019","13","CCGT/COGEN/TRIGEN","2717.223","2525.712"
"MG","02 Aug 2019","13","GT","-0.032","-0.032"
