"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","01 Sep 2019","35","CCGT/COGEN/TRIGEN","2868.266","2643.676"
"MG","01 Sep 2019","35","GT","-0.049","-0.049"
"MG","01 Sep 2019","35","IGS","12.951","4.880"
"MG","01 Sep 2019","35","ST","53.110","51.696"
"MG","01 Sep 2019","36","CCGT/COGEN/TRIGEN","2868.012","2643.142"
"MG","01 Sep 2019","36","GT","-0.052","-0.052"
"MG","01 Sep 2019","36","IGS","6.768","1.795"
"MG","01 Sep 2019","36","ST","53.802","52.383"
"MG","01 Sep 2019","37","CCGT/COGEN/TRIGEN","2867.043","2642.598"
"MG","01 Sep 2019","37","GT","-0.053","-0.053"
"MG","01 Sep 2019","37","IGS","2.872","0.378"
"MG","01 Sep 2019","37","ST","54.177","52.743"
"MG","01 Sep 2019","38","CCGT/COGEN/TRIGEN","2919.984","2695.929"
"MG","01 Sep 2019","38","GT","-0.051","-0.051"
"MG","01 Sep 2019","38","IGS","0.820","0.037"
"MG","01 Sep 2019","38","ST","53.901","52.485"
"MG","01 Sep 2019","39","CCGT/COGEN/TRIGEN","2974.114","2749.890"
"MG","01 Sep 2019","39","GT","-0.036","-0.036"
"MG","01 Sep 2019","39","IGS","0.025","0.008"
"MG","01 Sep 2019","39","ST","53.229","51.812"
"MG","01 Sep 2019","40","CCGT/COGEN/TRIGEN","3007.029","2782.626"
"MG","01 Sep 2019","40","GT","-0.037","-0.037"
"MG","01 Sep 2019","40","IGS","-0.004","-0.004"
"MG","01 Sep 2019","40","ST","55.378","53.976"
"MG","01 Sep 2019","41","CCGT/COGEN/TRIGEN","3028.251","2803.230"
"MG","01 Sep 2019","41","GT","-0.034","-0.034"
"MG","01 Sep 2019","41","IGS","-0.004","-0.004"
"MG","01 Sep 2019","41","ST","55.549","54.140"
"MG","01 Sep 2019","42","CCGT/COGEN/TRIGEN","3054.310","2829.657"
"MG","01 Sep 2019","42","GT","-0.036","-0.036"
"MG","01 Sep 2019","42","IGS","-0.018","-0.018"
"MG","01 Sep 2019","42","ST","56.218","54.818"
"MG","01 Sep 2019","43","CCGT/COGEN/TRIGEN","3066.576","2843.379"
"MG","01 Sep 2019","43","GT","-0.034","-0.034"
"MG","01 Sep 2019","43","IGS","-0.016","-0.016"
"MG","01 Sep 2019","43","ST","55.295","53.897"
"MG","01 Sep 2019","44","CCGT/COGEN/TRIGEN","3060.005","2837.269"
"MG","01 Sep 2019","44","GT","-0.036","-0.036"
"MG","01 Sep 2019","44","IGS","-0.004","-0.004"
"MG","01 Sep 2019","44","ST","54.890","53.495"
"MG","01 Sep 2019","45","CCGT/COGEN/TRIGEN","2999.927","2777.481"
"MG","01 Sep 2019","45","GT","-0.036","-0.036"
"MG","01 Sep 2019","45","IGS","-0.004","-0.004"
"MG","01 Sep 2019","45","ST","55.274","53.876"
"MG","01 Sep 2019","46","CCGT/COGEN/TRIGEN","2946.428","2723.524"
"MG","01 Sep 2019","46","GT","-0.035","-0.035"
"MG","01 Sep 2019","46","IGS","-0.004","-0.004"
"MG","01 Sep 2019","46","ST","55.936","54.535"
"MG","01 Sep 2019","47","CCGT/COGEN/TRIGEN","2884.502","2661.741"
"MG","01 Sep 2019","47","GT","-0.034","-0.034"
"MG","01 Sep 2019","47","IGS","-0.006","-0.006"
"MG","01 Sep 2019","47","ST","54.829","53.432"
"MG","01 Sep 2019","48","CCGT/COGEN/TRIGEN","2817.033","2593.964"
"MG","01 Sep 2019","48","GT","-0.035","-0.035"
"MG","01 Sep 2019","48","IGS","-0.004","-0.004"
"MG","01 Sep 2019","48","ST","54.074","52.674"
"MG","02 Sep 2019","1","CCGT/COGEN/TRIGEN","2742.744","2519.702"
"MG","02 Sep 2019","1","GT","-0.034","-0.034"
"MG","02 Sep 2019","1","IGS","-0.004","-0.004"
"MG","02 Sep 2019","1","ST","55.256","53.858"
"MG","02 Sep 2019","2","CCGT/COGEN/TRIGEN","2672.285","2448.210"
"MG","02 Sep 2019","2","GT","-0.034","-0.034"
"MG","02 Sep 2019","2","IGS","-0.004","-0.004"
"MG","02 Sep 2019","2","ST","54.970","53.572"
"MG","02 Sep 2019","3","CCGT/COGEN/TRIGEN","2624.971","2400.464"
"MG","02 Sep 2019","3","GT","-0.034","-0.034"
"MG","02 Sep 2019","3","IGS","-0.016","-0.016"
"MG","02 Sep 2019","3","ST","55.497","54.111"
"MG","02 Sep 2019","4","CCGT/COGEN/TRIGEN","2598.282","2374.228"
"MG","02 Sep 2019","4","GT","-0.035","-0.035"
"MG","02 Sep 2019","4","IGS","-0.016","-0.016"
