"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Jan 2017","1","79.46","79.13","0.42","-0.93","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","2","77.95","78.03","0.42","-1.35","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","3","76.04","76.47","0.02","-1.30","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","4","75.60","76.44","0.02","-1.71","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","5","75.12","75.99","0.02","-1.73","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","6","75.08","75.31","0.02","-1.09","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","7","74.70","73.85","0.02","-0.02","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","8","74.62","73.83","0.03","-0.08","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","9","71.65","70.74","0.03","0.03","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","10","68.19","67.39","0.01","-0.05","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","11","71.76","70.82","0.03","0.06","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","12","72.68","71.65","0.05","0.14","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","13","72.82","71.65","0.21","0.12","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","14","71.64","70.74","0.20","-0.14","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","15","71.82","70.83","0.34","-0.19","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","16","75.33","74.38","0.20","-0.10","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","17","77.00","75.98","0.21","-0.03","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","18","79.01","78.02","0.04","0.10","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","19","80.01","79.07","0.04","0.05","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","20","81.02","80.11","0.04","0.03","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","21","81.90","81.25","0.04","-0.23","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","22","79.78","79.07","0.02","-0.15","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","23","79.72","79.07","0.02","-0.22","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","24","79.61","79.07","0.04","-0.35","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","25","78.56","78.06","0.04","-0.39","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","26","79.79","79.08","0.04","-0.17","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","27","80.25","79.53","0.02","-0.15","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","28","80.37","79.53","0.05","-0.05","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","29","79.82","79.09","0.06","-0.17","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","30","78.56","78.06","0.07","-0.41","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","31","78.64","78.06","0.07","-0.33","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","32","78.57","78.06","0.07","-0.40","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","33","78.59","78.05","0.06","-0.36","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","34","78.40","78.05","0.04","-0.53","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","35","78.29","78.05","0.05","-0.65","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","36","78.21","78.06","0.03","-0.72","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","37","80.18","80.09","0.02","-0.77","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","38","83.11","82.63","0.06","-0.43","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","39","88.71","87.82","0.15","-0.10","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","40","88.60","87.82","0.05","-0.12","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","41","88.46","87.82","0.14","-0.34","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","42","88.65","87.82","0.19","-0.21","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","43","86.45","85.60","0.31","-0.30","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","44","83.31","82.55","0.37","-0.45","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","45","80.60","79.63","0.36","-0.23","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","46","79.26","78.07","0.29","0.06","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","47","80.75","80.14","0.29","-0.52","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","01 Jan 2017","48","80.28","79.51","0.28","-0.35","0.00","0.29","0.2530","0.0100","0.2899"
"WEP","02 Jan 2017","1","80.99","80.13","0.33","-0.31","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","2","80.78","79.51","0.34","0.09","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","3","77.74","77.01","0.02","-0.12","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","4","75.37","74.80","0.01","-0.28","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","5","74.58","73.84","0.02","-0.12","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","6","74.41","73.81","0.04","-0.28","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","7","70.10","69.47","0.03","-0.23","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","8","67.94","67.34","0.02","-0.26","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","9","65.33","65.11","0.02","-0.64","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","10","65.06","65.13","0.01","-0.92","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","11","70.84","70.41","0.03","-0.44","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","12","73.92","73.44","0.04","-0.40","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","13","72.82","72.31","0.21","-0.54","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","14","72.48","72.31","0.20","-0.86","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","15","73.80","73.81","0.29","-1.14","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","16","74.75","74.96","0.19","-1.23","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","17","77.85","78.02","0.02","-1.02","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","18","80.03","79.76","0.02","-0.59","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","19","83.50","83.19","0.02","-0.54","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","20","87.96","87.67","0.02","-0.56","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","21","88.95","88.92","0.02","-0.82","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","22","88.23","87.68","0.07","-0.36","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","23","88.30","87.68","0.07","-0.28","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","24","84.54","84.06","0.02","-0.38","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","25","82.54","82.63","0.02","-0.95","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","26","84.22","84.06","0.02","-0.69","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","27","85.55","85.59","0.04","-0.92","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","28","85.49","85.59","0.04","-0.98","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","29","85.89","85.59","0.13","-0.67","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","30","84.70","84.24","0.11","-0.49","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","31","84.32","84.18","0.11","-0.80","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","32","82.81","82.55","0.07","-0.65","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","33","82.64","82.63","0.07","-0.90","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","34","82.61","82.48","0.22","-0.93","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","35","83.97","83.99","0.17","-1.03","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","36","84.00","84.06","0.07","-0.96","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","37","87.82","87.68","0.04","-0.74","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","38","90.08","89.45","0.15","-0.36","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","39","90.96","90.39","0.22","-0.49","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","40","90.83","90.41","0.17","-0.59","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","41","91.05","90.48","0.21","-0.47","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","42","91.19","90.47","0.23","-0.35","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","43","90.64","89.71","0.43","-0.34","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","44","90.06","88.93","0.48","-0.19","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","45","85.50","84.24","0.48","-0.06","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","46","81.05","79.62","0.46","0.13","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","47","86.66","85.57","0.47","-0.22","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","02 Jan 2017","48","81.41","80.08","0.48","0.01","0.00","0.29","0.2530","0.0097","0.2838"
"WEP","03 Jan 2017","1","79.27","78.04","0.35","0.07","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","2","77.29","76.00","0.35","0.13","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","3","73.97","73.05","0.25","-0.13","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","4","71.36","70.42","0.18","-0.05","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","5","67.85","67.09","0.05","-0.09","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","6","67.38","67.04","0.04","-0.51","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","7","65.47","65.38","0.03","-0.74","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","8","65.65","65.38","0.03","-0.57","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","9","64.80","64.50","0.04","-0.55","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","10","62.80","62.37","0.03","-0.40","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","11","65.58","65.38","0.03","-0.64","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","12","72.52","72.50","0.04","-0.83","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","13","75.78","75.57","0.20","-0.79","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","14","77.94","78.08","0.02","-0.97","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","15","76.98","77.04","0.05","-0.92","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","16","80.75","80.67","0.04","-0.77","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","17","88.28","88.38","0.03","-0.93","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","18","81.10","80.67","0.04","-0.42","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","19","81.20","80.68","0.03","-0.32","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","20","88.30","88.15","0.03","-0.69","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","21","86.07","86.21","0.01","-0.95","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","22","87.45","87.63","0.02","-1.01","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","23","88.94","89.00","0.02","-0.89","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","24","87.24","87.63","0.02","-1.22","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","25","84.15","84.32","0.02","-1.00","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","26","86.91","87.16","0.02","-1.08","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","27","87.67","87.63","0.02","-0.78","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","28","87.99","87.63","0.03","-0.47","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","29","86.32","86.19","0.02","-0.70","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","30","86.59","86.41","0.02","-0.65","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","31","87.04","87.24","0.02","-1.03","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","32","87.32","87.40","0.02","-0.91","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","33","87.58","87.61","0.02","-0.85","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","34","87.36","87.39","0.02","-0.86","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","35","83.76","83.88","0.00","-0.93","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","36","80.64","80.72","0.00","-0.89","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","37","80.84","80.71","0.00","-0.68","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","38","80.97","80.71","0.01","-0.55","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","39","81.04","80.80","0.02","-0.58","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","40","80.87","80.72","0.02","-0.67","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","41","80.84","80.76","0.03","-0.76","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","42","87.68","87.74","0.02","-0.89","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","43","86.36","86.57","0.10","-1.12","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","44","81.40","81.35","0.05","-0.80","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","45","80.73","80.24","0.03","-0.34","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","46","79.05","79.13","0.02","-0.91","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","47","75.80","75.61","0.03","-0.65","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","03 Jan 2017","48","73.38","73.15","0.05","-0.63","0.00","0.29","0.2530","0.0087","0.2537"
"WEP","04 Jan 2017","1","77.38","77.06","0.27","-0.75","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","2","74.91","74.89","0.04","-0.82","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","3","74.85","74.88","0.02","-0.86","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","4","73.96","73.85","0.02","-0.72","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","5","73.42","73.38","0.02","-0.79","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","6","72.39","72.15","0.02","-0.59","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","7","71.91","71.70","0.01","-0.61","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","8","71.89","71.69","0.00","-0.60","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","9","71.71","71.69","0.00","-0.78","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","10","72.04","71.72","0.00","-0.49","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","11","72.79","72.57","0.00","-0.59","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","12","75.20","74.89","0.02","-0.51","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","13","77.37","77.04","0.02","-0.50","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","14","79.22","79.11","0.00","-0.69","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","15","75.79","75.60","0.02","-0.64","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","16","80.93","80.64","0.00","-0.51","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","17","86.19","86.42","0.03","-1.06","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","18","89.09","88.91","0.13","-0.75","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","19","91.74","91.67","0.05","-0.79","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","20","98.41","98.54","0.12","-1.05","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","21","100.90","100.92","0.15","-0.98","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","22","105.20","104.74","0.20","-0.55","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","23","101.82","101.77","0.16","-0.91","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","24","97.61","97.53","0.16","-0.88","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","25","90.90","90.82","0.05","-0.77","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","26","91.12","91.25","0.03","-0.97","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","27","90.97","91.50","0.03","-1.36","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","28","90.15","90.23","0.13","-1.01","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","29","90.34","90.29","0.13","-0.89","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","30","90.44","90.24","0.14","-0.75","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","31","90.19","89.84","0.13","-0.59","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","32","90.24","89.84","0.13","-0.53","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","33","88.04","87.84","0.09","-0.69","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","34","84.40","84.53","0.02","-0.96","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","35","81.43","81.73","0.02","-1.13","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","36","80.19","80.71","0.01","-1.33","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","37","88.36","88.50","0.02","-0.97","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","38","88.47","88.99","0.03","-1.35","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","39","81.80","82.11","0.02","-1.14","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","40","81.27","81.73","0.02","-1.28","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","41","80.59","80.71","0.01","-0.93","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","42","85.59","85.83","0.02","-1.07","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","43","81.40","81.42","0.02","-0.85","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","44","80.35","80.36","0.03","-0.85","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","45","78.32","78.26","0.02","-0.77","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","46","75.89","75.60","0.02","-0.53","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","47","73.25","72.97","0.03","-0.56","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","04 Jan 2017","48","70.83","70.49","0.03","-0.50","0.00","0.29","0.2530","0.0087","0.2527"
"WEP","05 Jan 2017","1","71.54","70.48","0.36","-0.10","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","2","66.48","65.45","0.37","-0.14","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","3","65.97","65.41","0.02","-0.27","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","4","63.02","62.40","0.02","-0.20","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","5","62.24","61.68","0.02","-0.26","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","6","61.68","61.09","0.02","-0.23","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","7","61.61","61.01","0.02","-0.23","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","8","31.09","30.36","0.02","-0.10","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","9","31.04","30.36","0.02","-0.15","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","10","61.64","61.01","0.00","-0.18","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","11","62.36","61.67","0.02","-0.14","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","12","66.01","65.41","0.02","-0.22","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","13","70.82","70.47","0.03","-0.48","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","14","74.36","73.94","0.02","-0.40","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","15","72.55","71.88","0.04","-0.18","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","16","76.52","75.99","0.02","-0.29","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","17","79.49","79.31","0.01","-0.64","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","18","76.13","75.68","0.02","-0.38","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","19","77.76","77.14","0.01","-0.20","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","20","79.83","79.23","0.00","-0.21","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","21","80.69","80.28","0.02","-0.41","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","22","81.35","80.71","0.00","-0.16","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","23","80.90","80.73","0.00","-0.63","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","24","80.47","80.40","0.02","-0.76","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","25","80.64","80.40","0.02","-0.59","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","26","80.92","80.74","0.00","-0.63","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","27","81.04","80.75","0.00","-0.52","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","28","81.53","81.44","0.02","-0.74","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","29","81.61","81.42","0.02","-0.64","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","30","81.15","81.40","0.02","-1.08","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","31","81.31","81.40","0.02","-0.91","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","32","81.30","81.42","0.02","-0.95","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","33","81.14","81.43","0.02","-1.12","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","34","80.90","81.09","0.00","-0.99","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","35","80.37","80.69","0.00","-1.12","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","36","77.80","78.19","0.00","-1.20","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","37","76.36","76.06","0.00","-0.51","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","38","77.31","77.17","0.00","-0.66","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","39","78.38","78.22","0.00","-0.65","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","40","76.84","77.19","0.02","-1.18","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","41","76.39","76.44","0.02","-0.88","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","42","80.26","80.73","0.02","-1.30","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","43","79.96","80.40","0.04","-1.28","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","44","78.07","78.30","0.04","-1.07","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","45","75.42","75.64","0.04","-1.06","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","46","73.84","73.95","0.04","-0.95","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","47","70.71","70.60","0.04","-0.73","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","05 Jan 2017","48","68.08","68.04","0.04","-0.81","0.00","0.29","0.2530","0.0087","0.2529"
"WEP","06 Jan 2017","1","74.04","73.92","0.32","-1.00","0.00","0.29","0.2530","0.0085","0.2468"
"WEP","06 Jan 2017","2","70.77","70.46","0.32","-0.81","0.00","0.29","0.2530","0.0085","0.2468"
"WEP","06 Jan 2017","3","70.59","70.45","0.02","-0.68","0.00","0.29","0.2530","0.0085","0.2468"
