Date,Price,Open,High,Low,InterpolateSLinear_Price,InterpolateSLinear_Open,InterpolateSLinear_High,InterpolateSLinear_Low
2019-12-07,,,,,0.205,0.20299999999999999,0.21166666666666664,0.19833333333333333
2019-12-08,,,,,0.205,0.204,0.20833333333333331,0.19666666666666666
2019-12-09,0.205,0.205,0.205,0.195,0.205,0.205,0.205,0.195
2019-12-10,0.205,0.2,0.205,0.2,0.205,0.2,0.205,0.2
2019-12-11,0.21,0.205,0.215,0.205,0.21,0.205,0.215,0.205
2019-12-12,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.2
2019-12-13,0.21,0.21,0.21,0.205,0.21,0.21,0.21,0.205
2019-12-14,,,,,0.20833333333333331,0.20999999999999996,0.21333333333333332,0.205
2019-12-15,,,,,0.20666666666666667,0.20999999999999996,0.21666666666666667,0.205
2019-12-16,0.205,0.21,0.22,0.205,0.205,0.21,0.22,0.205
2019-12-17,0.21,0.21,0.215,0.205,0.21,0.21,0.215,0.205
2019-12-18,0.2,0.205,0.215,0.2,0.2,0.205,0.215,0.2
2019-12-19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2019-12-20,,,,,0.198,0.198,0.198,0.198
2019-12-21,,,,,0.196,0.196,0.196,0.196
2019-12-22,,,,,0.194,0.194,0.194,0.194
2019-12-23,,,,,0.192,0.192,0.192,0.192
2019-12-24,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
2019-12-25,,,,,0.1933333333333333,0.1933333333333333,0.1933333333333333,0.1933333333333333
2019-12-26,,,,,0.19666666666666666,0.19666666666666666,0.19666666666666666,0.19666666666666666
2019-12-27,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2019-12-28,,,,,0.195,0.19833333333333333,0.2,0.19333333333333333
2019-12-29,,,,,0.19,0.19666666666666666,0.2,0.18666666666666665
2019-12-30,0.185,0.195,0.2,0.18,0.185,0.195,0.2,0.18
2019-12-31,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
